reaction_type,reaction_category,yield,z_score,reactant_1,reactant_2,catalyst,ligand,base,solvent,additive
Negishi_In_Situ,,0,-0.28,R-I,Ar-Br,AmPhos2PdCl2,AmPhos,,water,"Potassium 2-ethylhexanoate, TMEDA"
Negishi_In_Situ,,0,-0.13,R-I,Ar-Br,AmPhos2PdCl2,AmPhos,,water,"Potassium 2-ethylhexanoate, TMEDA"
Condensation,,0,-1.33,R-Ester,R-NH2,,No Ligand,NMI,MeCN,
Condensation,,70.75,1.18,R-Ester,R-NH2,,No Ligand,KOtPent,"MeOH, NMP",
Condensation,,19.34,-0.64,R-Ester,R-NH2,,No Ligand,KOtBu,"MeTHF, tAmOH",
Amide_Formation,,3.18,-0.57,R-CO2H,Ar-NH2,,No Ligand,DIPEA,THF,TCFH
Arylation_Acidic_C_H,,22.13,0.35,Ar-Br,R-H-acidic,QPhos Pd(crotyl)Cl,QPhos,K3PO4,"MeCN, water",
Arylation_Acidic_C_H,,0,-0.93,Ar-Br,R-H-acidic,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,KOtBu,PhMe,
Arylation_Acidic_C_H,,32.68,0.96,Ar-Br,R-H-acidic,JackiePhos Pd G3,JackiePhos,LiOH.H2O,Dioxane,
Suzuki_Miyaura,,2.03,-0.75,Ar-B(OR)2,Ar-Br,dtbpfPdCl2,dtbpf,TMSOK,anisole,TBAB
Negishi_In_Situ,,3.63,-0.88,Ar-Br,R-Br,dppfPdCl2,dppf,,"PhMe, water","Sodium octanoate, TMEDA"
Negishi_In_Situ,,3.82,-0.87,Ar-Br,R-Br,dppfPdCl2,dppf,,"PhMe, water","Sodium octanoate, TMEDA"
Negishi_In_Situ,,10.68,-0.45,Ar-Br,R-Br,dppfPdCl2,dppf,,PhMe,TMEDA
Negishi_In_Situ,,28.35,0.63,Ar-Br,R-Br,dppfPdCl2,dppf,,"PhMe, water","Sodium octanoate, TMEDA"
Negishi_In_Situ,,24.91,0.42,Ar-Br,R-Br,dppfPdCl2,dppf,,"PhMe, water","Sodium octanoate, TMEDA"
Cn_Coupling,C-N Coupling,3.01,-0.37,Ar-Cl,R-CONH2,dtbpfPdCl2,dtbpf,NaOtBu,anisole,
Cn_Coupling,C-N Coupling,0,-0.54,Ar-Cl,R-CONH2,N-XantPhos Pd G3,N-XantPhos,Cs2CO3,MeOH,
Cn_Coupling,C-N Coupling,17.17,0.45,Ar-Cl,R-CONH2,GPhos Pd G6 TES,GPhos,DBU,MeTHF,
Alkylation,,41.37,-0.42,R-OSO2R,AromN-H,,No Ligand,DBU,Dioxane,
Alkylation,,14.79,-1.23,R-OSO2R,AromN-H,,No Ligand,TMG,DMF,TBAI
Suzuki_Miyaura,,0,-0.56,Alkenyl-B(OR)2,Ar-Cl,SPhos Pd(crotyl)Cl,SPhos,K2CO3,"MeCN, water",
Suzuki_Miyaura,,0,-0.56,Alkenyl-B(OR)2,Ar-Cl,meCgPPh Pd G3,meCgPPh,Cs2CO3,"Dioxane, TPGS-750M",Octanoic acid
Suzuki_Miyaura,,16.71,-0.01,Alkenyl-B(OR)2,Ar-Cl,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,K2CO3,water,Potassium 2-ethylhexanoate
Suzuki_Miyaura,,0,-0.56,Alkenyl-B(OR)2,Ar-Cl,dtbpfPdCl2,dtbpf,Na2CO3,"Brij 35, iPrOAc",TBAB
Alkylation,,7.1,-0.68,R-OSO2R,AromN-H,,No Ligand,DBU,Dioxane,
Alkylation,,100,2.11,R-OSO2R,AromN-H,,No Ligand,K2CO3,chlorobenzene,TBAI
Suzuki_Miyaura,,27.92,-0.51,Alkenyl-B(OR)2,Ar-Br,SPhos Pd(crotyl)Cl,SPhos,K2CO3,"MeCN, water",
Negishi_In_Situ,,0,-0.92,Ar-Br,R-Br,MorDalphos Pd G3,MorDalphos,,"MeCN, water","Potassium 2-ethylhexanoate, TMEDA"
Negishi_In_Situ,,0,-0.92,Ar-Br,R-Br,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,TMEDA,"MeTHF, PS-750-M",Octanoic acid
Negishi_In_Situ,,78.88,3.16,Ar-Br,R-Br,XPhos Pd(crotyl)Cl,XPhos,,"Brij 35, cyclohexane",
Negishi_In_Situ,,6.74,-0.57,Ar-Br,R-Br,XPhos Pd G2,XPhos,,"Brij 35, PhMe",
Negishi_In_Situ,,0.74,-0.88,Ar-Br,R-Br,"Cu2O, Ni(OAc)2",Me4phen,,"Coolade, PhMe",
Suzuki_Miyaura,,24.94,-0.3,Ar-Cl,RCH2-B(OR)2,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Na2CO3,"Dioxane, water",TBAB
Suzuki_Miyaura,,15.92,-0.61,Ar-Cl,RCH2-B(OR)2,meCgPPh Pd G3,meCgPPh,K3PO4,"tAmOH, water",
Condensation,,43.15,1.42,R-NH2,R-OR,,No Ligand,,MeO2CH,
Suzuki_Miyaura,,0,-0.26,Ar-Cl,Ar-Cl,BrettPhos Pd(crotyl)OTf,BrettPhos,K3PO4,"Brij 35, water",
Negishi,,33.98,0.49,Ar-Cl,Ar-Cl,XPhos Pd G2,XPhos,,anisole,
Negishi,,61.26,1.49,Ar-Cl,Ar-Cl,BippyPhos Pd(allyl)OTf,BippyPhos,,iPrOAc,
Cn_Coupling,C-N Coupling,0,-0.36,Ar-Cl,R2CH-NHR,XPhos Pd(crotyl)Cl,XPhos,K3PO4,"MeCN, water",
Cyclization,,10.95,-0.03,R-Hydrazine,R-CO2H,,No Ligand,DBU,Propionitrile,MukayamaReagent
Cyclization,,0,-0.59,R-Hydrazine,R-CO2H,,No Ligand,TMG,anisole,EDC
Suzuki_Miyaura,,95.1,1.06,Ar-Cl,Ar-B(OH)2,dppfPdCl2,dppf,Na2CO3,"THF, water",
Addition,,0,-0.4,R-H-acidic,R-CN,,No Ligand,KOAc,DMI,
Negishi_In_Situ,,0,-0.37,Ar-Cl,Ar-Br,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,,"acetone, Brij 35",Octanoic acid
Suzuki_In_Situ,,4.92,-0.04,Ar-Br,Alkenyl-I,"AmPhos2PdCl2, CuI",AmPhos,,anisole,
Suzuki_In_Situ,,0,-0.5,Ar-Cl,Ar-Br,AmPhos2PdCl2,AmPhos,,"MeTHF, TPGS-750M","Sodium octanoate, water"
Suzuki_In_Situ,,25.05,2.37,Ar-Cl,Ar-Br,cataCXiumA Pd G6 Br)2,CataCXiumA,,MeTHF,HFIP
Hydrolysis,,0,-0.32,Ar-Cl,Ar-Cl,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,Cs2CO3,MeCN,water
Cn_Coupling,C-N Coupling,0,-0.74,R2CH-NHR,Ar-Br,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,K3PO4,"MeCN, water",
Cn_Coupling,C-N Coupling,4.12,-0.54,R2CH-NHR,Ar-Br,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,TMSOK,PhMe,
Cn_Coupling,C-N Coupling,48.6,1.65,R2CH-NHR,Ar-Br,Pd-PEPPSI-IPent Cl 3-chloropyridine,IPENT Cl,NaOtBu,tAmOH,
Cn_Coupling,C-N Coupling,0,-0.74,R2CH-NHR,Ar-Br,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,Cs2CO3,tAmOH,
Cn_Coupling,C-N Coupling,75.08,2.95,R2CH-NHR,Ar-Br,cBridP Pd(allyl)Cl,cBridP,NaOtBu,PhMe,Potassium 2-ethylhexanoate
Cn_Coupling,C-N Coupling,0,-0.74,R2CH-NHR,Ar-Br,rac-BINAP Pd G3,BINAP,KOtBu,PhMe,
Cn_Coupling,C-N Coupling,0,-0.74,R2CH-NHR,Ar-Br,rac-BINAP Pd G3,BINAP,KOtBu,PhMe,
Cn_Coupling,C-N Coupling,0,-0.74,R2CH-NHR,Ar-Br,rac-BINAP Pd G3,BINAP,KOtBu,PhMe,
Cn_Coupling,C-N Coupling,0,-0.74,R2CH-NHR,Ar-Br,rac-BINAP Pd G3,BINAP,KOtBu,PhMe,
Cn_Coupling,C-N Coupling,0,-0.74,R2CH-NHR,Ar-Br,rac-BINAP Pd G3,BINAP,KOtBu,PhMe,
Cn_Coupling,C-N Coupling,0,-0.74,R2CH-NHR,Ar-Br,rac-BINAP Pd G3,BINAP,KOtBu,PhMe,
Cn_Coupling,C-N Coupling,0,-0.74,R2CH-NHR,Ar-Br,rac-BINAP Pd G3,BINAP,KOtBu,PhMe,
Cn_Coupling,C-N Coupling,0,-0.74,R2CH-NHR,Ar-Br,rac-BINAP Pd G3,BINAP,KOtBu,PhMe,
Cn_Coupling,C-N Coupling,0,-0.74,R2CH-NHR,Ar-Br,rac-BINAP Pd G3,BINAP,KOtBu,PhMe,
Cn_Coupling,C-N Coupling,0,-0.74,R2CH-NHR,Ar-Br,N-XantPhos Pd G3,N-XantPhos,Cs2CO3,tAmOH,
Cn_Coupling,C-N Coupling,0,-0.74,R2CH-NHR,Ar-Br,XantPhos Pd(allyl)Cl,XantPhos,Cs2CO3,tAmOH,
Cn_Coupling,C-N Coupling,0,-0.74,R2CH-NHR,Ar-Br,rac-BINAP Pd G3,BINAP,Cs2CO3,tAmOH,
Cn_Coupling,C-N Coupling,0,-0.74,R2CH-NHR,Ar-Br,bridged tBuPhosphinito PdCl2,tBuPhosphinito,Cs2CO3,tAmOH,
Cn_Coupling,C-N Coupling,0,-0.74,R2CH-NHR,Ar-Br,,No Ligand,Cs2CO3,"PhMe, tAmOH",
Cn_Coupling,C-N Coupling,1.6,-0.66,R2CH-NHR,Ar-Br,meCgPPh Pd G3,meCgPPh,KOtBu,CPME,
Cn_Coupling,C-N Coupling,0,-0.74,R2CH-NHR,Ar-Br,,No Ligand,,"DMF, PrOH",
Cn_Coupling,C-N Coupling,8.75,-0.31,R2CH-NHR,Ar-Br,,No Ligand,KOtBu,CPME,
Cn_Coupling,C-N Coupling,37.23,1.09,R2CH-NHR,Ar-Br,"Jackie CPhos Pd G4, XantPhos Pd(allyl)Cl","Jackie CPhos, XantPhos",NaOtBu,CPME,
Cn_Coupling,C-N Coupling,0,-0.47,Ar-Cl,R2CH-NH2,,No Ligand,Cs2CO3,DMI,BF3.OEt2
Cn_Coupling,C-N Coupling,0,-0.46,Ar-OH,R2CH-NH2,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,TMSOK,PhMe,"TBAB, PyBrOP"
Cn_Coupling,C-N Coupling,0,-0.46,Ar-OH,R2CH-NH2,,No Ligand,Cs2CO3,THF,PyBrOP
Cn_Coupling,C-N Coupling,11.78,0,Ar-Br,Ar-NH2,dcypfPdCl2,dcypf,TMSOK,Propionitrile,
Cn_Coupling,C-N Coupling,2.57,-0.64,Ar-Br,Ar-NH2,CuI,MNBO,Cs2CO3,DMSO,
Suzuki_In_Situ,,0.89,-0.75,Ar-Br,Ar-Cl,AmPhos2PdCl2,AmPhos,,MeCN,"Brij 35, Sodium octanoate"
Suzuki_In_Situ,,0.75,-0.76,Ar-Br,Ar-Cl,P(tBu)(Cy)2)2PdCl2,P(tBu)(Cy)2,,"Brij 35, THF",Octanoic acid
Suzuki_In_Situ,,29.38,0.72,Ar-Br,Ar-Cl,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,MeTHF,"Brij 35, Octanoic acid"
Suzuki_In_Situ,,5.96,-0.49,Ar-Br,Ar-Cl,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,anisole,"Brij 35, CuI"
Suzuki_In_Situ,,7.42,-0.42,Ar-Br,Ar-Cl,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,acetone,"Brij 35, water"
Suzuki_In_Situ,,0,-0.8,Ar-Br,Ar-Cl,AmPhos2PdCl2,AmPhos,,acetone,"Brij 35, Octanoic acid"
Suzuki_In_Situ,,59.86,2.29,Ar-Br,Ar-Cl,,No Ligand,Na2CO3,THF,"Brij 35, Octanoic acid"
Cn_Coupling,C-N Coupling,0,-0.23,Ar-Br,R2CH-NHR,,No Ligand,DBU,Dioxane,
Cn_Coupling,C-N Coupling,96.99,1.15,R-NHR,Ar-Cl,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,Cs2CO3,tAmOH,
Cn_Coupling,C-N Coupling,4.49,1.29,Ar-I,R-NHR,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,Cs2CO3,tAmOH,
Cn_Coupling,C-N Coupling,0,-0.41,Ar-Br,AromN-H,meCgPPh Pd G3,meCgPPh,Cs2CO3,tAmOH,
Cn_Coupling,C-N Coupling,46.53,1.35,R-NH2,Ar-Br,Pd-PEPPSI-IHept Cl 3-chloropyridine,IHept Cl,Cs2CO3,tAmOH,
Cn_Coupling,C-N Coupling,60.71,1.37,Ar-Cl,R-NHR,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,K3PO4,"PhMe, water",
Cn_Coupling,C-N Coupling,21.62,1.09,Ar-Cl,AromN-H,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,Cs2CO3,tAmOH,
Cn_Coupling,C-N Coupling,4.22,-0.36,Ar-NH2,Ar-I,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,Cs2CO3,tAmOH,
Cyclization,,0,-0.49,R-CO2H,R-CO2H,,No Ligand,DIPEA,THF,PyClOP
Cn_Coupling,C-N Coupling,0.7,-0.41,Ar-NH2,Ar-Cl,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,Cs2CO3,tAmOH,
Cn_Coupling,C-N Coupling,0,-0.47,Ar-NH2,Ar-Cl,MorDalphos Pd G3,MorDalphos,KHMDS,DMAc,
Amide_Formation,,22.27,-0.3,R2CH-NH2,R-CO2H,,No Ligand,TMEDA,MeCN,EDC
Amide_Formation,,6.4,-1.09,R2CH-NH2,R-CO2H,,No Ligand,NaHCO3,water,"HOPS, DIC"
Amide_Formation,,68.63,2,R2CH-NH2,R-CO2H,,No Ligand,K3PO4,water,"Brij 35, HOPO, DIC"
Cn_Coupling,C-N Coupling,7.09,-0.34,R-NH2,Ar-Br,XantPhos Pd(allyl)Cl,XantPhos,Cs2CO3,tAmOH,
Cn_Coupling,C-N Coupling,20.68,1.07,Ar-Cl,R2CH-NH2,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,K3PO4,"MeCN, water",water
Cn_Coupling,C-N Coupling,0,-0.59,Ar-Cl,R2CH-NH2,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,KHMDS,PhMe,water
Cn_Coupling,C-N Coupling,17.64,-0.18,Ar-Cl,Ar-NH2,AlphosPd)2cod,AlPhos,KOtPent,DMI,
Cn_Coupling,C-N Coupling,8.5,-0.55,Ar-Cl,Ar-NH2,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,KOAc,MeCN,
Cn_Coupling,C-N Coupling,0.45,-1.01,Ar-NHR,Ar-Cl,P(tBu)(Cy)2)2PdCl2,P(tBu)(Cy)2,Na2CO3,DMAc,
Cn_Coupling,C-N Coupling,0.16,-1.46,Ar-Cl,Ar-NHR,meCgPPh Pd G3,meCgPPh,KOH,"tAmOH, water",
Cn_Coupling,C-N Coupling,2.1,-0.62,Ar-Cl,R2CH-NHR,SPhos Pd(crotyl)Cl,SPhos,NaOtBu,MeTHF,
Cn_Coupling,C-N Coupling,1.69,-0.61,Ar-Cl,Ar-NH2,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,NaHCO3,"PhMe, water",
Cn_Coupling,C-N Coupling,0,-0.76,Ar-Cl,Ar-NH2,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,LiOH anh,CPME,
Cn_Coupling,C-N Coupling,11.06,-0.53,R2CH-NH2,Ar-Cl,meCgPPh Pd G3,meCgPPh,NaOtBu,PhMe,
Oxidation,,0,-1.13,R-H-acidic,alkyl-h-acidic,,No Ligand,,AcOH,
Oxidation,,96.03,1.99,R-H-acidic,alkyl-h-acidic,,No Ligand,Na2CO3,"THF, water","Octanoic acid, water"
C_H_Activation,C-H Activation,1.32,-0.38,R-H,R-H,dcypfPdCl2,dcypf,K2CO3,o-Xylene,
Cyclization,,13.03,-0.58,R-NHR,R-NHR,,No Ligand,NMI,PhMe,HFIP
Cyclization,,5.49,-0.86,R-NHR,R-NHR,,No Ligand,K2CO3,TFE,ZnCl2
Cn_Coupling,C-N Coupling,0,-0.58,Ar-I,R-NHR,CuI,MNBO,Cs2CO3,Dioxane,
Cn_Coupling,C-N Coupling,94.35,2.24,Ar-NH2,Ar-Cl,AdBrettPhosPd G6 Br,Ad-BrettPhos,K3PO4,"tAmOH, water",
Cn_Coupling,C-N Coupling,0,-0.66,Ar-NH2,Ar-Cl,JackiePhos Pd G3,JackiePhos,K3PO4,Propionitrile,KOAc
Suzuki_Miyaura,,48.57,0.21,Ar-B(OR)2,Ar-Br,SPhos Pd(crotyl)Cl,SPhos,Na2CO3,"MeCN, water",
Suzuki_Miyaura,,0,-0.42,Ar-Cl,Ar-B(OR)2,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K3PO4,"tAmOH, water",
Suzuki_Miyaura,,0,-0.42,Ar-Cl,Ar-B(OR)2,RockPhos Pd G3,RockPhos,K3PO4,"tAmOH, water",
Cn_Coupling,C-N Coupling,0.5,-2.08,Ar-Br,R2CH-NH2,CuI,trans-Hyp,K3PO4,"tAmOH, water",
Miyaura_Borylation,,1.8,-0.2,Ar-Br,Ar-Br,SPhos Pd(tBuInd)Cl,SPhos,Potassium 2-ethylhexanoate,"DMI, water",
Suzuki_Miyaura,,16.6,-0.2,Ar-Br,Ar-B(OH)2,XPhos Pd(crotyl)Cl,XPhos,KF,"PhMe, water",Potassium 2-ethylhexanoate
Cn_Coupling,C-N Coupling,0,-0.49,Ar-Br,R-NHR,QPhos Pd(crotyl)Cl,QPhos,NaOtBu,DMAc,
Alkylation,,100,1.3,R-CONHR,R-Br,,No Ligand,Cs2CO3,MEK,
Cn_Coupling,C-N Coupling,25.96,1.04,R-SO2NHR,Ar-Br,CuI,8-Quinolol,Cs2CO3,DMF,
Cn_Coupling,C-N Coupling,0,-0.51,Ar-Cl,Ar-NH2,cataCXiumA Pd G6 Br)2,CataCXiumA,NaOtBu,PhMe,
Suzuki_Miyaura,,28.38,3.53,Ar-Cl,Ar-B(OH)2,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K2CO3,"Dioxane, water",
Cn_Coupling,C-N Coupling,6.49,0.31,Ar-Br,R-NH2,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,NaOtBu,Dioxane,
Negishi_In_Situ,,12.54,0.3,Ar-Br,Ar-Br,VPhos Pd G4,VPhos,TMEDA,water,Brij 35
Sandmeyer,,0,-0.19,Ar-NH2,Ar-NH2,Cu(MeCN)4BF4,No Ligand,,iPrOAc,amyl nitrite
Suzuki_Miyaura,,13.44,-1.04,Ar-Cl,Ar-B(OR)2,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Na2CO3,Dioxane,
Suzuki_Miyaura,,11.73,-1.1,Ar-Cl,Ar-B(OR)2,CX31,SIPr,K2HPO4,TPGS-750M,
Suzuki_Miyaura,,23.44,-0.67,Ar-Cl,Ar-B(OR)2,TrixiePhos Pd G3,TrixiePhos,KOH,"iPrOH, water",
Suzuki_Miyaura,,34.82,-0.25,Ar-Cl,Ar-B(OR)2,dppdtbpf)PdCl2,dppdtbpf,K3PO4,"PhMe, water",Potassium 2-ethylhexanoate
Suzuki_Miyaura,,66.12,0.92,Ar-Cl,Ar-B(OR)2,dtbpfPdCl2,dtbpf,Na2CO3,"CPME, water",TBAC
Amide_Formation,,0,-1,Ar-NH2,R-CO2H,,No Ligand,DIPEA,THF,PyClOP
Snar,,53.08,0.61,R-NH2,Ar-F,,No Ligand,DIPEA,tAmOH,
Arylation_Acidic_C_H,,17.36,-0.41,R-H-acidic,Ar-Br,Jackie CPhos Pd G4,Jackie CPhos,Cs2CO3,DMI,
Arylation_Acidic_C_H,,1.96,-0.82,R-H-acidic,Ar-Br,DPEPhos Pd(allyl)Cl,DPEPhos,NMM,anisole,
Arylation_Acidic_C_H,,0.15,-0.87,R-H-acidic,Ar-Br,[Pd(allyl)(Ph-DavePhos)]OTf,Ph-DavePhos,NEt3,MeTHF,
Arylation_Acidic_C_H,,0,-0.87,R-H-acidic,Ar-Br,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,TMG,anisole,
Arylation_Acidic_C_H,,96.73,1.69,R-H-acidic,Ar-Br,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,TMG,anisole,
Arylation_Acidic_C_H,,25,-0.21,R-H-acidic,Ar-Br,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,TMG,anisole,
Arylation_Acidic_C_H,,0,-0.87,R-H-acidic,Ar-Br,Me4tBuXPhos Pd G3,Me4tBuXPhos,DBU,DMI,
Arylation_Acidic_C_H,,0,-0.87,R-H-acidic,Ar-Br,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,TMG,anisole,
Arylation_Acidic_C_H,,55.78,0.6,R-H-acidic,Ar-Br,AdBrettPhosPd G6 Br,Ad-BrettPhos,DBU,anisole,
Arylation_Acidic_C_H,,84.02,1.35,R-H-acidic,Ar-Br,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,TMG,anisole,
Arylation_Acidic_C_H,,80.09,1.25,R-H-acidic,Ar-Br,RockPhos Pd G3,RockPhos,K3PO4,MeTHF,
Arylation_Acidic_C_H,,3.68,-0.86,R-H-acidic,Ar-Br,Jackie CPhos Pd G4,Jackie CPhos,Cs2CO3,DMI,
Arylation_Acidic_C_H,,98.72,1.59,R-H-acidic,Ar-Br,AdBrettPhosPd G6 Br,Ad-BrettPhos,NEt3,DMSO,
Arylation_Acidic_C_H,,3.47,-0.86,R-H-acidic,Ar-Br,AlPhosPd G6 Br,AlPhos,NEt3,EtOH,
Arylation_Acidic_C_H,,96.8,1.54,R-H-acidic,Ar-Br,AlPhosPd G6 Br,AlPhos,NEt3,EtOH,
Arylation_Acidic_C_H,,0,-0.95,R-H-acidic,Ar-Br,AlPhosPd G6 Br,AlPhos,NEt3,EtOH,
Arylation_Acidic_C_H,,0,-0.95,R-H-acidic,Ar-Br,AlPhosPd G6 Br,AlPhos,NEt3,EtOH,
Arylation_Acidic_C_H,,85.31,1.25,R-H-acidic,Ar-Br,AlPhosPd G6 Br,AlPhos,,EtOH,
Arylation_Acidic_C_H,,20.46,-0.43,R-H-acidic,Ar-Br,,No Ligand,NMM,"ethylene glycol, nPrOAc",
Arylation_Acidic_C_H,,0.57,-0.94,R-H-acidic,Ar-Br,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,NEt3,EtOH,
C_H_Activation,C-H Activation,3.73,-0.77,Ar-H,Ar-Br,[Pd(Cinnamyl)Cl]2,Missing,K2CO3,nBuOAc,AdCOOH
Cn_Coupling,C-N Coupling,0,-0.27,Ar-Br,Any-Urea,P(tBu)3 Pd G6,P(tBu)3,KOtBu,Dioxane,
Cyanation,,8.43,-0.3,Ar-Br,Ar-Br,"CuI, tBuBrettPhos Pd(allyl)OTf",tBuBrettPhos,,EtOAc,
Cyanation,,0,-0.63,Ar-Br,Ar-Br,QPhos Pd(crotyl)Cl,QPhos,,Propionitrile,Zn
Cn_Coupling,C-N Coupling,0,-1.16,Ar-Br,R-NH2,GPhos Pd G6 Br,GPhos,Cs2CO3,DMAc,
Cn_Coupling,C-N Coupling,0,-1.16,Ar-Br,R-NH2,dppf Pd G3,dppf,Cs2CO3,"ethylene glycol, water",
Cn_Coupling,C-N Coupling,2.28,0.91,Ar-Cl,R2CH-NHR,(R)-BINAP Pd(allyl)Cl,BINAP,K3PO4,"Propionitrile, water",
Negishi,,0,-0.55,Ar-Cl,Ar-Cl,P(tBu)(Cy)2)2PdCl2,P(tBu)(Cy)2,,NMP,
Negishi,,0.61,-0.49,Ar-Cl,Ar-Cl,GPhos Pd G6 Br,GPhos,,PhMe,Et2Zn
Co_Coupling,,0,-0.62,Ar-Br,Ar-Br,PEPPSI-IPENT,IPENT,DBU,MeTHF,
Cn_Coupling,C-N Coupling,10.75,-0.14,R-NHR,Ar-Cl,QPhos Pd(crotyl)Cl,QPhos,Cs2CO3,Propionitrile,
Negishi_In_Situ,,7.62,2.04,Ar-Cl,R-Br,NiI2,Weix 2-pyridyl-N-cyanocarboxamidine,,DMAc,LiCl
Suzuki_Miyaura,,11.02,-0.26,Ar-I,Ar-B(OR)2,AmPhos Pd(crotyl)Cl,AmPhos,K2CO3,DMI,
Suzuki_Miyaura,,12.07,0.08,Ar-I,Ar-B(OR)2,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Cs2CO3,tAmOH,Sodium octanoate
Co_Coupling,,0,-0.48,Ar-I,R2CH-OH,Cu(MeCN)4BF4,trans-NN-Dimethylcyclohexane-12-diamine,DBU,MeTHF,
Cn_Coupling,C-N Coupling,1.06,-0.11,R-NH2,Ar-Cl,AmPhos Pd(crotyl)Cl,AmPhos,Cs2CO3,tAmOH,
Cn_Coupling,C-N Coupling,0.93,-0.6,Ar-Cl,R-NHR,SPhos Pd(allyl)OTf,SPhos,NaOtBu,MeCN,
Co_Coupling,,11.36,-0.19,RCH2-OH,Ar-Cl,SPhos Pd(allyl)OTf,SPhos,Cs2CO3,MeCN,
Alkylation,,79.98,0.76,R2CH-NHR,R-Cl,,No Ligand,DBU,iPrOAc,
Alkylation,,92.01,1.1,R2CH-NHR,R-Cl,,No Ligand,NaHCO3,DMI,LiI
Cc_Coupling,,0,-0.34,Ar-Br,Ar-Br,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,"K3PO4, Potassium 2-ethylhexanoate","DMI, water",
Condensation,,15,-0.32,hydrazide,hydrazide,,No Ligand,DIPEA,TFE,
Condensation,,18.71,-0.18,hydrazide,hydrazide,,No Ligand,DIPEA,TFE,
Suzuki_Miyaura,,83.61,0.29,Ar-B(OH)2,Ar-Cl,(CyMPhos)PdCl2,CyMPhos,K3PO4,"EtOH, water",
Suzuki_Miyaura,,91.34,0.52,Ar-B(OH)2,Ar-Cl,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Cs2CO3,"tAmOH, water",water
Suzuki_Miyaura,,5.34,-1.29,Ar-B(OR)2,Ar-Cl,dtbpfPdCl2,dtbpf,Cs2CO3,"MeCN, water",
Suzuki_Miyaura,,23.6,-0.73,Ar-B(OR)2,Ar-Cl,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K3PO4,"tAmOH, water",
Suzuki_Miyaura,,57.86,0.33,Ar-B(OR)2,Ar-Cl,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Cs2CO3,"tAmOH, water",
Suzuki_Miyaura,,0,-0.96,Ar-B(OH)2,Ar-Br,(CyMPhos)PdCl2,CyMPhos,Cs2CO3,"EtOH, water",
Amide_Formation,,0.68,-0.5,Ar-NH2,R-CO2H,,No Ligand,DMAP,MeCN,PivCl
Cn_Coupling,C-N Coupling,4.42,-0.2,Ar-Cl,AromN-H,meCgPPh Pd G3,meCgPPh,KHMDS,xylenes,
Cn_Coupling,C-N Coupling,0.05,-0.45,Ar-NR2,Ar-Br,meCgPPh Pd G3,meCgPPh,Cs2CO3,MeTHF,
Cn_Coupling,C-N Coupling,3,-0.06,Ar-NR2,Ar-Br,AmPhos Pd(crotyl)Cl,AmPhos,TMSOK,Ph2O,
Cn_Coupling,C-N Coupling,0,-0.45,Ar-NR2,Ar-Br,XPhos Pd G2,XPhos,TMSOK,Dioxane,
Cn_Coupling,C-N Coupling,14.37,-0.26,Ar-Br,Any-CONHR,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,DBU,anisole,
