source_reaction_type,reactive_site_1_normalized_label,reactive_site_2_normalized_label,reactive_site_1_display_label,reactive_site_2_display_label,yield_pct,z_score,catalyst,ligand,base,primary_solvent,secondary_solvent,tertiary_solvent,additive,coupling_reagent,procedure_text,reactive_site_1_source_label,reactive_site_1_signature,reactive_site_1_center_class,reactive_site_1_attachment_class,reactive_site_1_alpha_branched,reactive_site_1_qualifier_scope,reactive_site_1_mapping_status,reactive_site_2_source_label,reactive_site_2_signature,reactive_site_2_center_class,reactive_site_2_attachment_class,reactive_site_2_alpha_branched,reactive_site_2_qualifier_scope,reactive_site_2_mapping_status
CN-Coupling,Ar-Cl,R-NH2,Ar–Cl,R–NH₂ (α-C branched),0,-0.47,,No Ligand,DIPEA,anisole,,,,,,ArCl,LG|Ar|Cl,,,,,canonical,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified
Buchwald-Hartwig,Ar-OH,R-NH2,Ar–OH,R–NH₂ (α-C branched),0,-0.46,Pd-PEPPSI-IHept Cl 3-chloropyridine,IHept Cl,KOtBu,MeTHF,,,LiCl,PyBrOP,,ArOH,XH|O|H1|Ar,,,,,canonical,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified
Buchwald-Hartwig,Ar-OH,R-NH2,Ar–OH,R–NH₂ (α-C branched),6.01,0.23,,No Ligand,NaH,DMI,,,,PyBrOP,"2 h at 60 °C, then 21 h at 80 °C",ArOH,XH|O|H1|Ar,,,,,canonical,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified
"Suzuki-Miyaura, in situ",Ar-Br,Ar-Cl,Ar–Br,Ar–Cl,10.85,-0.24,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,iPrOH,,,"Brij 35, water",,"4.5 h at 10 °C, then 65.5 h at 25 °C",ArBr,LG|Ar|Br,,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Buchwald-Hartwig,Ar-Br,Ar-NH2,Ar–Br,Ar–NH₂,22.51,0.74,AlphosPd)2cod,AlPhos,Cs2CO3,Propionitrile,,,,,6 h at 80 °C,ArBr,LG|Ar|Br,,,,,canonical,ArNH2,XH|N|H2|Ar,primary,,,,canonical
Buchwald-Hartwig,Ar-Br,Ar-NH2,Ar–Br,Ar–NH₂,25.93,0.97,CuI,DL-Proline,Cs2CO3,DMF,,,,,6 h at 100 °C,ArBr,LG|Ar|Br,,,,,canonical,ArNH2,XH|N|H2|Ar,primary,,,,canonical
"Suzuki-Miyaura, in situ",Ar-Br,Ar-Cl,Ar–Br,Ar–Cl,1.59,-0.72,dppfPdCl2,dppf,,MeCN,,,Brij 35,,"6 h at 45 °C, then 38 h at 60 °C",ArBr,LG|Ar|Br,,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
"Suzuki-Miyaura, in situ",Ar-Br,Ar-Cl,Ar–Br,Ar–Cl,2.75,-0.66,dtbpfPdCl2,dtbpf,,Brij 35,THF,,Sodium octanoate,,48 h at 45 °C,ArBr,LG|Ar|Br,,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
"Suzuki-Miyaura, in situ",Ar-Br,Ar-Cl,Ar–Br,Ar–Cl,14.95,-0.03,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,THF,,,"Brij 35, HFIP",,23 h at 45 °C,ArBr,LG|Ar|Br,,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
"Suzuki-Miyaura, in situ",Ar-Br,Ar-Cl,Ar–Br,Ar–Cl,3.95,-0.59,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,pyridine,,,"Brij 35, Potassium 2-ethylhexanoate",,"5 h at 20 °C, then 15.5 h at 45 °C",ArBr,LG|Ar|Br,,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
"Suzuki-Miyaura, in situ",Ar-Br,Ar-Cl,Ar–Br,Ar–Cl,0,-0.8,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,,THF,,,"1,2-dibromoethane, Brij 35",,,ArBr,LG|Ar|Br,,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
"Suzuki-Miyaura, in situ",Ar-Br,Ar-Cl,Ar–Br,Ar–Cl,44.91,1.52,,No Ligand,KOAc,THF,,,"Sodium octanoate, water",,21 h at 45 °C,ArBr,LG|Ar|Br,,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Buchwald-Hartwig,R1R2-NH,Ar-Cl,R¹R²–NH,Ar–Cl,0,-0.94,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,NaOtBu,Dioxane,,,,,,R2NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Buchwald-Hartwig,Ar-I,R1R2-NH,Ar–I,R¹R²–NH,0.27,-0.41,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,NaOtBu,Dioxane,,,,,20 h at 80 °C,ArI,LG|Ar|I,,,,,canonical,R2NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,,canonical
Buchwald-Hartwig,Ar-Br,AromN-H,Ar–Br,AromN–H,0,-0.41,JackiePhos Pd G3,JackiePhos,LiHMDS,tAmOH,,,,,,ArBr,LG|Ar|Br,,,,,canonical,arom. NH,XH|N_aromatic|H1|HeteroAr,,,,,canonical
Buchwald-Hartwig,R-NH2,Ar-Br,R–NH₂,Ar–Br,0.76,-0.68,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,NaOtBu,Dioxane,,,,,3 h at 80 °C,RNH2,XH|N|H2|Alkyl,primary,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
CN-Coupling,Ar-Cl,R1R2-NH,Ar–Cl,R¹R²–NH,1.53,-1,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,KHMDS,Dioxane,,,,,4 h at 80 °C,ArCl,LG|Ar|Cl,,,,,canonical,R2NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,,canonical
Buchwald-Hartwig,Ar-Cl,AromN-H,Ar–Cl,AromN–H,12.77,0.33,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,NaOtBu,Dioxane,,,,,8 h at 80 °C,ArCl,LG|Ar|Cl,,,,,canonical,arom. NH,XH|N_aromatic|H1|HeteroAr,,,,,canonical
Buchwald-Hartwig,Ar-NH2,Ar-I,Ar–NH₂,Ar–I,0.84,-0.72,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,NaOtBu,Dioxane,,,,,22 h at 80 °C,ArNH2,XH|N|H2|Ar,primary,,,,canonical,ArI,LG|Ar|I,,,,,canonical
Buchwald-Hartwig,Ar-NH2,Ar-Cl,Ar–NH₂,Ar–Cl,1.33,-0.36,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,NaOtBu,Dioxane,,,,,25 h at 80 °C,ArNH2,XH|N|H2|Ar,primary,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Buchwald-Hartwig,Ar-NH2,Ar-Cl,Ar–NH₂,Ar–Cl,18.75,1.13,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K3PO4,DMAc,water,,,,24 h at 80 °C,ArNH2,XH|N|H2|Ar,primary,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Amide coupling,R-NH2,RCO2H or M,R–NH₂ (α-C branched),RCO2H or M,8.51,-0.98,,No Ligand,NEt3,,,,,DIC,19 h at 25 °C,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified,RCO2H or M,,,,,,unresolved
Amide coupling,R-NH2,RCO2H or M,R–NH₂ (α-C branched),RCO2H or M,58.82,1.51,,No Ligand,NEt3,,,,HOSu,DIC,21.5 h at 45 °C; [unknown time/temp],RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified,RCO2H or M,,,,,,unresolved
Amide coupling,R-NH2,RCO2H or M,R–NH₂ (α-C branched),RCO2H or M,19.47,-0.44,,No Ligand,KOH,PhMe,water,,HOPO,DIC,13.5 h at 25 °C,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified,RCO2H or M,,,,,,unresolved
Buchwald-Hartwig,R-NH2,Ar-Br,R–NH₂,Ar–Br,0,-0.65,tBuXPhos Pd G3,tBuXPhos,K3PO4,Dioxane,water,,,,,RNH2,XH|N|H2|Alkyl,primary,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,Ar-Cl,R-NH2,Ar–Cl,R–NH₂ (α-C branched),42.48,2.82,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,Cs2CO3,PhMe,,,water,,7 h at 60 °C,ArCl,LG|Ar|Cl,,,,,canonical,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified
Buchwald-Hartwig,Ar-Cl,R-NH2,Ar–Cl,R–NH₂ (α-C branched),0,-0.59,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,K3PO4,MeCN,water,,water,,,ArCl,LG|Ar|Cl,,,,,canonical,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified
Buchwald-Hartwig,Ar-Cl,Ar-NH2,Ar–Cl,Ar–NH₂,0,-0.89,rac-BINAP Pd G3,BINAP,NaOtBu,THF,,,,,,ArCl,LG|Ar|Cl,,,,,canonical,ArNH2,XH|N|H2|Ar,primary,,,,canonical
Buchwald-Hartwig,Ar-Cl,Ar-NH2,Ar–Cl,Ar–NH₂,0,-0.89,P(tBu)(Cy)2)2PdCl2,P(tBu)(Cy)2,KOH,tAmOH,water,,,,,ArCl,LG|Ar|Cl,,,,,canonical,ArNH2,XH|N|H2|Ar,primary,,,,canonical
Buchwald-Hartwig,Ar-NH-R,Ar-Cl,Ar–NH–R,Ar–Cl,0.61,-1,BrettPhos Pd(crotyl)OTf,BrettPhos,KOH,tAmOH,water,,,,3 h at 60 °C,ArNHR,"XH|N|H1|Ar,Alkyl",secondary,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,45.12,0.32,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,NEt3,DMSO,,,,,"3 h at 60 °C, then 6 h at 80 °C",Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,Ar-Cl,Ar-NH-R,Ar–Cl,Ar–NH–R,25.24,-0.76,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,KOH,PhMe,water,,,,3 h at 60 °C,ArCl,LG|Ar|Cl,,,,,canonical,ArNHR,"XH|N|H1|Ar,Alkyl",secondary,,,,canonical
Buchwald-Hartwig,Ar-Cl,R1R2-NH,Ar–Cl,R¹R²–NH (≥1 α-C branched),71.55,1.83,Pd-PEPPSI-IPent Cl 3-chloropyridine,IPENT Cl,KOH,MeTHF,water,,,,"4 h at 60 °C, then 17 h at 80 °C",ArCl,LG|Ar|Cl,,,,,canonical,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified
Buchwald-Hartwig,Ar-Cl,Ar-NH2,Ar–Cl,Ar–NH₂,24.76,1.45,XantPhos Pd(allyl)Cl,XantPhos,KOH,PhMe,water,,,,"3.5 h at 60 °C, then 17.5 h at 80 °C",ArCl,LG|Ar|Cl,,,,,canonical,ArNH2,XH|N|H2|Ar,primary,,,,canonical
Buchwald-Hartwig,Ar-Cl,Ar-NH2,Ar–Cl,Ar–NH₂,2.03,-0.58,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,NaOH,iPrOH,water,,,,"2.5 h at 80 °C, then 17.5 h at 100 °C",ArCl,LG|Ar|Cl,,,,,canonical,ArNH2,XH|N|H2|Ar,primary,,,,canonical
Buchwald-Hartwig,R-NH2,Ar-Cl,R–NH₂ (α-C branched),Ar–Cl,4.12,-0.95,QPhos Pd(crotyl)Cl,QPhos,NaOtBu,Dioxane,,,,,3 h at 60 °C,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified,ArCl,LG|Ar|Cl,,,,,canonical
CN-Coupling,Ar-I,R1R2-NH,Ar–I,R¹R²–NH,15.46,0.78,CuI,DL-Proline,Cs2CO3,DMF,,,,,15 h at 105 °C,ArI,LG|Ar|I,,,,,canonical,R2NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,,canonical
Buchwald-Hartwig,Ar-NH2,Ar-Cl,Ar–NH₂,Ar–Cl,0,-0.66,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,K3PO4,MeCN,water,,,,,ArNH2,XH|N|H2|Ar,primary,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Buchwald-Hartwig,Ar-NH2,Ar-Cl,Ar–NH₂,Ar–Cl,46.93,0.78,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K2CO3,PhMe,,,Potassium 2-ethylhexanoate,,21.5 h at 80 °C,ArNH2,XH|N|H2|Ar,primary,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Suzuki-Miyaura,Ar-B(OR)2,Ar-Br,Ar–B(OR)₂,Ar–Br,69.41,1,dtbpfPdCl2,dtbpf,K3PO4,TPGS-750M,water,,,,18.5 h at 60 °C,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Suzuki-Miyaura,Ar-Cl,Ar-B(OR)2,Ar–Cl,Ar–B(OR)₂,0,-0.42,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,Cs2CO3,THF,,,water,,,ArCl,LG|Ar|Cl,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
Suzuki-Miyaura,Ar-Cl,Ar-B(OR)2,Ar–Cl,Ar–B(OR)₂,0,-0.42,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K2CO3,EtOH,water,,,,,ArCl,LG|Ar|Cl,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
Buchwald-Hartwig,Ar-Br,R-NH2,Ar–Br,R–NH₂ (α-C branched),38.06,-0.2,CuI,Salicylaldoxime,K3PO4,tAmOH,water,,,,6 h at 105 °C,ArBr,LG|Ar|Br,,,,,canonical,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified
Suzuki-Miyaura,Ar-Br,Ar-B(OH)2,Ar–Br,Ar–B(OH)₂,2.52,-1.09,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,KF,Dioxane,water,,,,3 h at 80 °C,ArBr,LG|Ar|Br,,,,,canonical,ArB(OH)2,TM|Ar|B(OH)2,,,,,canonical
CN-Coupling,Ar-Br,R1R2-NH,Ar–Br,R¹R²–NH,0,-0.49,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,PhMe,water,,,,,ArBr,LG|Ar|Br,,,,,canonical,R2NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,,canonical
Alkylation,R-C(O)-NHR,R-Br,R–C(O)–NHR,R–Br,0,-0.98,,No Ligand,DIPEA,MeCN,,,,,,RCONHR,"XH|N|H1|C(O)R,Alkyl",secondary,,,,canonical,Alkyl-Br,LG|Alkyl|Br,,,,,canonical
CN-Coupling,R-S(O)2-NHR,Ar-Br,R–S(O)₂–NHR,Ar–Br,5.09,-0.79,CuI,trans-NN-Dimethylcyclohexane-12-diamine,Cs2CO3,MeCN,,,,,21.5 h at 100 °C,RSO2NHR,"XH|N|H1|SO2R,Alkyl",secondary,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,Ar-Cl,Ar-NH2,Ar–Cl,Ar–NH₂,3.95,-0.27,XantPhosPdCl2,XantPhos,LiHMDS,PhMe,,,,,"3 h at 60 °C, then 17 h at 80 °C",ArCl,LG|Ar|Cl,,,,,canonical,ArNH2,XH|N|H2|Ar,primary,,,,canonical
Suzuki-Miyaura,Ar-Cl,Ar-B(OH)2,Ar–Cl,Ar–B(OH)₂,0,-0.48,dppf Pd G3,dppf,K3PO4,THF,water,,,,,ArCl,LG|Ar|Cl,,,,,canonical,ArB(OH)2,TM|Ar|B(OH)2,,,,,canonical
CN-Coupling,Ar-Br,R-NH2,Ar–Br,R–NH₂,0,-0.5,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,DBU,DMSO,,,,,,ArBr,LG|Ar|Br,,,,,canonical,RNH2,XH|N|H2|Alkyl,primary,,,,canonical
Suzuki-Miyaura,Ar-Cl,Ar-B(OR)2,Ar–Cl,Ar–B(OR)₂,86.1,1.66,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,Cs2CO3,THF,,,water,,"3 h at 60 °C, then 15 h at 80 °C",ArCl,LG|Ar|Cl,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
Suzuki-Miyaura,Ar-Cl,Ar-B(OR)2,Ar–Cl,Ar–B(OR)₂,23.01,-0.68,AmPhos2PdCl2,AmPhos,K2HPO4,Brij 35,water,,,,"4 h at 60 °C, then 12 h at 80 °C",ArCl,LG|Ar|Cl,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
Suzuki-Miyaura,Ar-Cl,Ar-B(OR)2,Ar–Cl,Ar–B(OR)₂,11.04,-1.13,rac-BINAP Pd G3,BINAP,K3PO4,MeTHF,water,,,,"4 h at 60 °C, then 41 h at 80 °C",ArCl,LG|Ar|Cl,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
Suzuki-Miyaura,Ar-Cl,Ar-B(OR)2,Ar–Cl,Ar–B(OR)₂,51.45,0.37,PEPPSI-IPENT,IPent,K3PO4,cyclohexane,water,,Potassium 2-ethylhexanoate,,47 h at 80 °C,ArCl,LG|Ar|Cl,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
Suzuki-Miyaura,Ar-Cl,Ar-B(OR)2,Ar–Cl,Ar–B(OR)₂,53.25,0.44,PEPPSI-IPENT,IPent,KOH,anisole,water,,TBAC,,3 h at 100 °C,ArCl,LG|Ar|Cl,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
Amide coupling,Ar-NH2,RCO2H or M,Ar–NH₂,RCO2H or M,45.57,0.61,,No Ligand,DIPEA,MeCN,,,,HATU,2 h at 40 °C,ArNH2,XH|N|H2|Ar,primary,,,,canonical,RCO2H or M,,,,,,unresolved
SNAr,R-NH2,Ar-F,R–NH₂,Ar–F,45.49,0.23,,No Ligand,K3PO4,TPGS-750M,water,,,,"5.5 h at 0 °C, then 12.5 h at 40 °C",RNH2,XH|N|H2|Alkyl,primary,,,,canonical,ArF,LG|Ar|F,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,0.25,-0.87,QPhos Pd(crotyl)Cl,QPhos,DBU,DMI,,,,,"3 h at 60 °C, then 19.5 h at 80 °C",Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,0,-0.87,[Pd(allyl)(Ph-SPhos)]OTf,Ph-SPhos,DBU,anisole,,,,,,Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,97.35,1.7,[Pd(allyl)(Me4-tBu-XPhos)]OTf,Me4tBuXPhos,K2CO3,THF,,,,,"3 h at 60 °C, then 18 h at 80 °C",Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,89.48,1.5,[Pd(allyl)(Me4-tBu-XPhos)]OTf,Me4tBuXPhos,K2CO3,THF,,,,,"3 h at 60 °C, then 19 h at 80 °C",Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,99.26,1.76,[Pd(allyl)(Me4-tBu-XPhos)]OTf,Me4tBuXPhos,K2CO3,THF,,,,,"3 h at 60 °C, then 16.5 h at 80 °C",Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,0,-0.87,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,NEt3,DMSO,,,,,,Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,97.14,1.7,[Pd(allyl)(Me4-tBu-XPhos)]OTf,Me4tBuXPhos,K2CO3,THF,,,,,"3 h at 60 °C, then 19 h at 80 °C",Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,45.8,0.34,AlPhosPd G6 Br,AlPhos,K2CO3,DMI,,,,,"3 h at 60 °C, then 3 h at 80 °C",Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,22.38,-0.28,[Pd(allyl)(Me4-tBu-XPhos)]OTf,Me4tBuXPhos,K2CO3,THF,,,,,"3.5 h at 60 °C, then 19.5 h at 80 °C",Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,0,-0.87,GPhos Pd G6 Br,GPhos,DBU,DMSO,,,,,,Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,0,-0.87,GPhos Pd G6 Br,GPhos,DBU,DMSO,,,,,,Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,28.6,-0.12,GPhos Pd G6 Br,GPhos,K3PO4,THF,,,,,"3 h at 60 °C, then 16 h at 80 °C",Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,86.99,1.29,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,NEt3,DMSO,,,,,"3 h at 60 °C, then 19 h at 80 °C",Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,77.69,1.05,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,NEt3,DMI,,,,,"3 h at 60 °C, then 20 h at 80 °C",Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,90.75,1.39,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,NEt3,DMSO,EtOH,,,,48 h at 80 °C,Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,46.94,0.26,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,NEt3,DMSO,EtOH,,,,"3 h at 60 °C, then 19 h at 80 °C",Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,0,-0.95,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,NEt3,DMSO,EtOH,,,,,Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,98.58,1.59,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,NEt3,DMSO,EtOH,,,,"3 h at 60 °C, then 19 h at 80 °C",Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,5.64,-0.81,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,,DMSO,EtOH,,,,"3.5 h at 60 °C, then 2.5 h at 80 °C",Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,38.98,0.05,,No Ligand,NEt3,DMI,MIBK,,,,21 h at 60 °C,Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,2.16,-0.9,GPhos Pd G6 Br,GPhos,DBU,DMSO,,,,,"4 h at 60 °C, then 21.5 h at 80 °C",Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,29.41,-0.19,GPhos Pd G6 Br,GPhos,NEt3,DMSO,,,,,"3 h at 60 °C, then 16 h at 80 °C",Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
CH-Activation,Ar-H,Ar-Br,Ar-H,Ar–Br,10.94,-0.01,dppdtbpf)PdCl2,dppdtbpf,K2CO3,nBuOAc,,,AdCOOH,,24 h at 130 °C,Ar-H,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,Ar-Br,Urea,Ar–Br,Urea,0,-0.27,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,DBU,PhMe,,,,,,ArBr,LG|Ar|Br,,,,,canonical,Urea,,,,,,unresolved
Buchwald-Hartwig,Ar-Br,R-NH2,Ar–Br,R–NH₂,44.3,0.99,CataCXiumA Pd(allyl)Cl,CataCXiumA,K3PO4,PhMe,water,,,,"2.5 h at 45 °C, then 19 h at 80 °C",ArBr,LG|Ar|Br,,,,,canonical,RNH2,XH|N|H2|Alkyl,primary,,,,canonical
Buchwald-Hartwig,Ar-Br,R-NH2,Ar–Br,R–NH₂,0,-1.16,dpppPdCl2,dppp,Cs2CO3,EtOH,water,,,,,ArBr,LG|Ar|Br,,,,,canonical,RNH2,XH|N|H2|Alkyl,primary,,,,canonical
Buchwald-Hartwig,Ar-Cl,R1R2-NH,Ar–Cl,R¹R²–NH (≥1 α-C branched),0,-0.27,GPhos Pd G6 Br,GPhos,NaOtBu,Dioxane,,,,,,ArCl,LG|Ar|Cl,,,,,canonical,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified
Buchwald-Hartwig,R1R2-NH,Ar-Cl,R¹R²–NH,Ar–Cl,46.72,2.11,RuPhos Pd(crotyl)Cl,RuPhos,Cs2CO3,tAmOH,,,,,5 h at 80 °C,R2NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
