Reaction_Type_Standardized,Reaction_Key,Is_Intramolecular,Reactant_A_Type,Reactant_B_Type,Product_Type,Reactant_Types_Key,All_Reactant_Motifs,All_Product_Motifs,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|H-Alkenyl|R-C=C,Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|H-Alkenyl|R-C=C,False,"Ar-B(OH)2,Any-B(OH)2","Alkenyl-COR,H-NHR,Any-NH2,R-C=C,Any-C=C,H-Alkenyl","H-NR2,Any-NHR,Alkenyl-COR,R-C=C,Any-C=C,H-Alkenyl",Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|H-Alkenyl|R-C=C,Alkenyl-COR|Any-B(OH)2|Any-C=C|Any-NH2|Ar-B(OH)2|H-Alkenyl|H-NHR|R-C=C,Alkenyl-COR|Any-C=C|Any-NHR|H-Alkenyl|H-NR2|R-C=C,47.0,OB(O)c1ccccc1.CCC/C(N)=C/C(=O)c1ccccc1>>CCC/C(=C/C(=O)c1ccccc1)Nc1ccccc1,Cu(OAc)2,Et3N,,EDC,,,,-0.7071067811865475
Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|H-Alkenyl|R-C=C,Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|H-Alkenyl|R-C=C,False,"Ar-B(OH)2,Any-B(OH)2","Alkenyl-COR,H-NHR,Any-NH2,R-C=C,Any-C=C,H-Alkenyl","H-NR2,Any-NHR,Alkenyl-COR,R-C=C,Any-C=C,H-Alkenyl",Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|H-Alkenyl|R-C=C,Alkenyl-COR|Any-B(OH)2|Any-C=C|Any-NH2|Ar-B(OH)2|H-Alkenyl|H-NHR|R-C=C,Alkenyl-COR|Any-C=C|Any-NHR|H-Alkenyl|H-NR2|R-C=C,92.0,OB(O)c1ccccc1.CCCC/C(N)=C/C(=O)c1ccccc1>>CCCC/C(=C/C(=O)c1ccccc1)Nc1ccccc1,Cu(OAc)2,Et3N,,EDC,,,,0.7071067811865475
Ar-B(OH)2|H-AromN -> Ar-R || Ar-R|AromN-H|Benzimidazole|H-AromN,Ar-B(OH)2|H-AromN -> Ar-R || Ar-R|AromN-H|Benzimidazole|H-AromN,False,"H-AromN,AromN-H,Benzimidazole","Ar-R,Ar-B(OH)2,Any-B(OH)2","Ar-R,Ar-AromN,Any-AromN,H-AromN,AromN-H,Benzimidazole",Ar-B(OH)2|H-AromN -> Ar-R || Ar-R|AromN-H|Benzimidazole|H-AromN,Any-B(OH)2|Ar-B(OH)2|Ar-R|AromN-H|Benzimidazole|H-AromN,Any-AromN|Ar-AromN|Ar-R|AromN-H|Benzimidazole|H-AromN,49.0,O=c1[nH]c2ccccc2[nH]1.Cc1ccc(B(O)O)cc1>>Cc1ccc(-n2c(=O)[nH]c3ccccc32)cc1.Cc1ccc(-n2c(=O)n(-c3ccc(C)cc3)c3ccccc32)cc1,TMEDA,22205-45-4,,DMF,,,,1.1285529853737577
Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Ar-Alkenyl|Ar-C=C|Ar-Cl|Ar-X|H-Alkenyl,Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Ar-Alkenyl|Ar-C=C|Ar-Cl|Ar-X|H-Alkenyl,False,"Ar-Cl,Ar-X,Ar-B(OH)2,Any-B(OH)2","Alkenyl-COR,H-NHR,Any-NH2,Ar-C=C,Ar-Alkenyl,H-Alkenyl,Any-C=C","Ar-Cl,Ar-X,H-NR2,Any-NHR,Alkenyl-COR,Ar-C=C,Ar-Alkenyl,H-Alkenyl,Any-C=C",Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Ar-Alkenyl|Ar-C=C|Ar-Cl|Ar-X|H-Alkenyl,Alkenyl-COR|Any-B(OH)2|Any-C=C|Any-NH2|Ar-Alkenyl|Ar-B(OH)2|Ar-C=C|Ar-Cl|Ar-X|H-Alkenyl|H-NHR,Alkenyl-COR|Any-C=C|Any-NHR|Ar-Alkenyl|Ar-C=C|Ar-Cl|Ar-X|H-Alkenyl|H-NR2,73.0,OB(O)c1cccc(Cl)c1.N/C(=C\C(=O)c1ccccc1)c1ccccc1>>O=C(/C=C(\Nc1cccc(Cl)c1)c1ccccc1)c1ccccc1,Cu(OAc)2,Et3N,,EDC,,,,0.14990633779917228
Ar-B(OH)2|H-AromN -> Ar-AromN || None,Ar-B(OH)2|H-AromN -> Ar-AromN || None,False,"H-AromN,AromN-H,Benzimidazole","Ar-B(OH)2,Any-B(OH)2","Ar-AromN,Any-AromN",Ar-B(OH)2|H-AromN -> Ar-AromN || None,Any-B(OH)2|Ar-B(OH)2|AromN-H|Benzimidazole|H-AromN,Any-AromN|Ar-AromN,77.0,c1ccc2[nH]cnc2c1.OB(O)c1ccccc1>>c1ccc(-n2cnc3ccccc32)cc1,2286230-47-3,,Na2CO3,MeOH,water,,,-0.3297257125765702
Ar-B(OH)2|H-AromN -> Ar-AromN || Any-OR|Ar-OR|R-OR,Ar-B(OH)2|H-AromN -> Ar-AromN || Any-OR|Ar-OR|R-OR,False,"H-AromN,AromN-H,Benzimidazole","Ar-B(OH)2,Any-B(OH)2,Ar-OR,Any-OR,R-OR","Ar-AromN,Any-AromN,Ar-OR,Any-OR,R-OR",Ar-B(OH)2|H-AromN -> Ar-AromN || Any-OR|Ar-OR|R-OR,Any-B(OH)2|Any-OR|Ar-B(OH)2|Ar-OR|AromN-H|Benzimidazole|H-AromN|R-OR,Any-AromN|Any-OR|Ar-AromN|Ar-OR|R-OR,90.0,c1ccc2[nH]cnc2c1.COc1ccc2cc(B(O)O)ccc2c1>>COc1ccc2cc(-n3cnc4ccccc43)ccc2c1,TMEDA,22205-45-4,,MeOH,,,,0.8335558466309645
Ar-B(OH)2|H-AromN -> Ar-AromN || None,Ar-B(OH)2|H-AromN -> Ar-AromN || None,False,"H-AromN,AromN-H,Benzimidazole","Ar-B(OH)2,Any-B(OH)2","Ar-AromN,Any-AromN",Ar-B(OH)2|H-AromN -> Ar-AromN || None,Any-B(OH)2|Ar-B(OH)2|AromN-H|Benzimidazole|H-AromN,Any-AromN|Ar-AromN,75.0,c1ccc2[nH]cnc2c1.OB(O)c1ccccc1>>c1ccc(-n2cnc3ccccc32)cc1,2286229-99-8,,Na2CO3,MeOH,water,,,-0.4340993194353407
Ar-B(OH)2|H-AromN -> Ar-AromN || None,Ar-B(OH)2|H-AromN -> Ar-AromN || None,False,"H-AromN,AromN-H,Benzimidazole","Ar-B(OH)2,Any-B(OH)2","Ar-AromN,Any-AromN",Ar-B(OH)2|H-AromN -> Ar-AromN || None,Any-B(OH)2|Ar-B(OH)2|AromN-H|Benzimidazole|H-AromN,Any-AromN|Ar-AromN,56.0,c1ccc2[nH]cnc2c1.OB(O)c1ccccc1>>c1ccc(-n2cnc3ccccc32)cc1,2286214-95-5,,,MeOH,water,,,-1.4256485845936604
Ar-B(OH)2|H-AromN -> Ar-AromN || Any-OR|Ar-OR|R-OR,Ar-B(OH)2|H-AromN -> Ar-AromN || Any-OR|Ar-OR|R-OR,False,"H-AromN,AromN-H,Benzimidazole","Ar-B(OH)2,Any-B(OH)2,Ar-OR,Any-OR,R-OR","Ar-AromN,Any-AromN,Ar-OR,Any-OR,R-OR",Ar-B(OH)2|H-AromN -> Ar-AromN || Any-OR|Ar-OR|R-OR,Any-B(OH)2|Any-OR|Ar-B(OH)2|Ar-OR|AromN-H|Benzimidazole|H-AromN|R-OR,Any-AromN|Any-OR|Ar-AromN|Ar-OR|R-OR,72.0,c1ccc2[nH]cnc2c1.COc1cccc(OC)c1B(O)O>>COc1cccc(OC)c1-n1cnc2ccccc21,TMEDA,22205-45-4,,MeOH,,,,-0.28516384226848823
Ar-H|H-NR2 -> Ar-NR2 || Any-OR|R-OR|RCH2-OR,Ar-H|H-NR2 -> Ar-NR2 || Any-OR|R-OR|RCH2-OR,False,"H-NR2,Any-NHR,RCH2-OR,Any-OR,R-OR",Ar-H,"Ar-NR2,Any-NR2,RCH2-OR,Any-OR,R-OR",Ar-H|H-NR2 -> Ar-NR2 || Any-OR|R-OR|RCH2-OR,Any-NHR|Any-OR|Ar-H|H-NR2|R-OR|RCH2-OR,Any-NR2|Any-OR|Ar-NR2|R-OR|RCH2-OR,54.0,C1COCCN1.c1ccc(B2OB(c3ccccc3)OB(c3ccccc3)O2)cc1>>c1ccc(N2CCOCC2)cc1,2306746-13-2,4,K3PO4,DMF / PhMe,,,,0.0
Ar-B(OH)2|H-Cl|H-NHR -> H-NR2 || Any-CO2R|Ar-Cl|Ar-R|Ar-X|R-Ester|R-H-acidic|R2CH-CO2R,Ar-B(OH)2|H-Cl|H-NHR -> H-NR2 || Any-CO2R|Ar-Cl|Ar-R|Ar-X|R-Ester|R-H-acidic|R2CH-CO2R,False,"R-H-acidic,Ar-R,H-NHR,Any-NH2,R2CH-CO2R,Any-CO2R,R-Ester","H-Cl,Any-X","R-H-acidic,Ar-R,Ar-Cl,Ar-X,H-NR2,Any-NHR,R2CH-CO2R,Any-CO2R,R-Ester",Ar-B(OH)2|H-Cl|H-NHR -> H-NR2 || Any-CO2R|Ar-Cl|Ar-R|Ar-X|R-Ester|R-H-acidic|R2CH-CO2R,Any-B(OH)2|Any-CO2R|Any-NH2|Any-X|Ar-B(OH)2|Ar-Cl|Ar-R|Ar-X|H-Cl|H-NHR|R-Ester|R-H-acidic|R2CH-CO2R,Any-CO2R|Any-NHR|Ar-Cl|Ar-R|Ar-X|H-NR2|R-Ester|R-H-acidic|R2CH-CO2R,69.0,COC(=O)[C@@H](N)Cc1ccccc1.Cl.OB(O)c1ccc(Cl)cc1>>COC(=O)[C@H](Cc1ccccc1)Nc1ccc(Cl)cc1,Cu(acac)2,60804-74-2,Lutidine,MeCN / PhMe,,,,0.0
Ar-B(OH)2|H-NHR -> Ar-NHAr || Ar-Cl|Ar-X|Pyridine,Ar-B(OH)2|H-NHR -> Ar-NHAr || Ar-Cl|Ar-X|Pyridine,False,"Ar-Cl,Ar-X,H-NHR,Any-NH2","Ar-Cl,Ar-X,Ar-B(OH)2,Any-B(OH)2,Pyridine","Ar-Cl,Ar-X,Ar-NHAr,Pyridine",Ar-B(OH)2|H-NHR -> Ar-NHAr || Ar-Cl|Ar-X|Pyridine,Any-B(OH)2|Any-NH2|Ar-B(OH)2|Ar-Cl|Ar-X|H-NHR|Pyridine,Ar-Cl|Ar-NHAr|Ar-X|Pyridine,73.0,Nc1ccc(Cl)cc1.OB(O)c1ccc(Cl)nc1>>Clc1ccc(Nc2ccc(Cl)nc2)cc1,Cu(acac)2,60804-74-2,Lutidine,MeCN / PhMe,,,,0.7071067811865476
Ar-B(OH)2|H-AromN -> Ar-AromN || Ar-Ar|Ar-Cl|Ar-X,Ar-B(OH)2|H-AromN -> Ar-AromN || Ar-Ar|Ar-Cl|Ar-X,False,"Ar-Cl,Ar-X,Ar-B(OH)2,Any-B(OH)2","Ar-Ar,Ar-Cl,Ar-X,H-AromN,AromN-H","Ar-Ar,Ar-Cl,Ar-X,Ar-AromN,Any-AromN",Ar-B(OH)2|H-AromN -> Ar-AromN || Ar-Ar|Ar-Cl|Ar-X,Any-B(OH)2|Ar-Ar|Ar-B(OH)2|Ar-Cl|Ar-X|AromN-H|H-AromN,Any-AromN|Ar-Ar|Ar-AromN|Ar-Cl|Ar-X,86.0,OB(O)c1ccc(Cl)cc1.Clc1ccc(-c2n[nH]nc2Cl)cc1>>Clc1ccc(-c2nn(-c3ccc(Cl)cc3)nc2Cl)cc1,Cu(OAc)2,,,DMSO,,,,0.7071067811865476
Ar-B(OH)2|H-AromN -> Ar-AromN || Ar-Ar|Ar-Br|Ar-Cl|Ar-X,Ar-B(OH)2|H-AromN -> Ar-AromN || Ar-Ar|Ar-Br|Ar-Cl|Ar-X,False,"Ar-Cl,Ar-X,Ar-B(OH)2,Any-B(OH)2","Ar-Ar,Ar-Cl,Ar-X,Ar-Br,H-AromN,AromN-H","Ar-Ar,Ar-Cl,Ar-X,Ar-Br,Ar-AromN,Any-AromN",Ar-B(OH)2|H-AromN -> Ar-AromN || Ar-Ar|Ar-Br|Ar-Cl|Ar-X,Any-B(OH)2|Ar-Ar|Ar-B(OH)2|Ar-Br|Ar-Cl|Ar-X|AromN-H|H-AromN,Any-AromN|Ar-Ar|Ar-AromN|Ar-Br|Ar-Cl|Ar-X,77.0,OB(O)c1ccc(Cl)cc1.Clc1ccc(-c2n[nH]nc2Br)cc1>>Clc1ccc(-c2nn(-c3ccc(Cl)cc3)nc2Br)cc1,Cu(OAc)2,,,DMSO,,,,0.0
Ar-B(OH)2|H-AromN -> Ar-AromN || Any-OR|Ar-Ar|Ar-F|Ar-OR|Ar-X|R-OR,Ar-B(OH)2|H-AromN -> Ar-AromN || Any-OR|Ar-Ar|Ar-F|Ar-OR|Ar-X|R-OR,False,"Ar-B(OH)2,Any-B(OH)2","Ar-Ar,Ar-F,Ar-X,Ar-OR,Any-OR,R-OR,H-AromN,AromN-H","Ar-Ar,Ar-F,Ar-X,Ar-AromN,Any-AromN,Ar-OR,Any-OR,R-OR",Ar-B(OH)2|H-AromN -> Ar-AromN || Any-OR|Ar-Ar|Ar-F|Ar-OR|Ar-X|R-OR,Any-B(OH)2|Any-OR|Ar-Ar|Ar-B(OH)2|Ar-F|Ar-OR|Ar-X|AromN-H|H-AromN|R-OR,Any-AromN|Any-OR|Ar-Ar|Ar-AromN|Ar-F|Ar-OR|Ar-X|R-OR,96.0,OB(O)c1ccccc1.COc1ccc(-c2n[nH]nc2F)cc1>>COc1ccc(-c2nn(-c3ccccc3)nc2F)cc1,Cu(OAc)2,,,DMSO,,,,0.9595847642121197
Ar-B(OH)2|H-AromN -> Ar-AromN || Any-OR|Ar-Ar|Ar-F|Ar-OR|Ar-X|R-OR,Ar-B(OH)2|H-AromN -> Ar-AromN || Any-OR|Ar-Ar|Ar-F|Ar-OR|Ar-X|R-OR,False,"Ar-B(OH)2,Any-B(OH)2,Ar-OR,Any-OR,R-OR","Ar-Ar,Ar-F,Ar-X,Ar-OR,Any-OR,R-OR,H-AromN,AromN-H","Ar-Ar,Ar-F,Ar-X,Ar-AromN,Any-AromN,Ar-OR,Any-OR,R-OR",Ar-B(OH)2|H-AromN -> Ar-AromN || Any-OR|Ar-Ar|Ar-F|Ar-OR|Ar-X|R-OR,Any-B(OH)2|Any-OR|Ar-Ar|Ar-B(OH)2|Ar-F|Ar-OR|Ar-X|AromN-H|H-AromN|R-OR,Any-AromN|Any-OR|Ar-Ar|Ar-AromN|Ar-F|Ar-OR|Ar-X|R-OR,90.0,COc1ccc(B(O)O)cc1.COc1ccc(-c2n[nH]nc2F)cc1>>COc1ccc(-c2nn(-c3ccc(OC)cc3)nc2F)cc1,Cu(OAc)2,,,DMSO,,,,0.7610499854096121
Ar-B(OH)2|H-AromN -> Ar-AromN || Any-OR|Ar-Ar|Ar-Br|Ar-F|Ar-OR|Ar-X|R-OR,Ar-B(OH)2|H-AromN -> Ar-AromN || Any-OR|Ar-Ar|Ar-Br|Ar-F|Ar-OR|Ar-X|R-OR,False,"Ar-Br,Ar-X,Ar-B(OH)2,Any-B(OH)2","Ar-Ar,Ar-F,Ar-X,Ar-OR,Any-OR,R-OR,H-AromN,AromN-H","Ar-Ar,Ar-Br,Ar-X,Ar-F,Ar-AromN,Any-AromN,Ar-OR,Any-OR,R-OR",Ar-B(OH)2|H-AromN -> Ar-AromN || Any-OR|Ar-Ar|Ar-Br|Ar-F|Ar-OR|Ar-X|R-OR,Any-B(OH)2|Any-OR|Ar-Ar|Ar-B(OH)2|Ar-Br|Ar-F|Ar-OR|Ar-X|AromN-H|H-AromN|R-OR,Any-AromN|Any-OR|Ar-Ar|Ar-AromN|Ar-Br|Ar-F|Ar-OR|Ar-X|R-OR,89.0,OB(O)c1ccc(Br)cc1.COc1ccc(-c2n[nH]nc2F)cc1>>COc1ccc(-c2nn(-c3ccc(Br)cc3)nc2F)cc1,Cu(OAc)2,,,DMSO,,,,0.0
Ar-B(OH)2|H-AromN -> Ar-AromN || Any-CN|Any-OR|Ar-Ar|Ar-CN|Ar-F|Ar-OR|Ar-X|R-OR,Ar-B(OH)2|H-AromN -> Ar-AromN || Any-CN|Any-OR|Ar-Ar|Ar-CN|Ar-F|Ar-OR|Ar-X|R-OR,False,"Ar-B(OH)2,Any-B(OH)2,Ar-CN,Any-CN","Ar-Ar,Ar-F,Ar-X,Ar-OR,Any-OR,R-OR,H-AromN,AromN-H","Ar-Ar,Ar-F,Ar-X,Ar-CN,Any-CN,Ar-AromN,Any-AromN,Ar-OR,Any-OR,R-OR",Ar-B(OH)2|H-AromN -> Ar-AromN || Any-CN|Any-OR|Ar-Ar|Ar-CN|Ar-F|Ar-OR|Ar-X|R-OR,Any-B(OH)2|Any-CN|Any-OR|Ar-Ar|Ar-B(OH)2|Ar-CN|Ar-F|Ar-OR|Ar-X|AromN-H|H-AromN|R-OR,Any-AromN|Any-CN|Any-OR|Ar-Ar|Ar-AromN|Ar-CN|Ar-F|Ar-OR|Ar-X|R-OR,67.0,N#Cc1ccc(B(O)O)cc1.COc1ccc(-c2n[nH]nc2F)cc1>>COc1ccc(-c2nn(-c3ccc(C#N)cc3)nc2F)cc1,Cu(OAc)2,,,DMSO,,,,0.0
Ar-B(OH)2|H-AromN -> Ar-AromN || Any-OR|Ar-Ar|Ar-Cl|Ar-F|Ar-OR|Ar-X|R-OR,Ar-B(OH)2|H-AromN -> Ar-AromN || Any-OR|Ar-Ar|Ar-Cl|Ar-F|Ar-OR|Ar-X|R-OR,False,"Ar-Cl,Ar-X,Ar-B(OH)2,Any-B(OH)2","Ar-Ar,Ar-F,Ar-X,Ar-OR,Any-OR,R-OR,H-AromN,AromN-H","Ar-Ar,Ar-Cl,Ar-X,Ar-F,Ar-AromN,Any-AromN,Ar-OR,Any-OR,R-OR",Ar-B(OH)2|H-AromN -> Ar-AromN || Any-OR|Ar-Ar|Ar-Cl|Ar-F|Ar-OR|Ar-X|R-OR,Any-B(OH)2|Any-OR|Ar-Ar|Ar-B(OH)2|Ar-Cl|Ar-F|Ar-OR|Ar-X|AromN-H|H-AromN|R-OR,Any-AromN|Any-OR|Ar-Ar|Ar-AromN|Ar-Cl|Ar-F|Ar-OR|Ar-X|R-OR,87.0,OB(O)c1ccc(Cl)cc1.COc1ccc(-c2n[nH]nc2F)cc1>>COc1ccc(-c2nn(-c3ccc(Cl)cc3)nc2F)cc1,Cu(OAc)2,,,DMSO,,,,0.7071067811865475
Ar-B(OH)2|H-AromN -> Ar-AromN || Any-OR|Ar-Ar|Ar-Cl|Ar-F|Ar-OR|Ar-X|R-OR,Ar-B(OH)2|H-AromN -> Ar-AromN || Any-OR|Ar-Ar|Ar-Cl|Ar-F|Ar-OR|Ar-X|R-OR,False,"Ar-B(OH)2,Any-B(OH)2,Ar-OR,Any-OR,R-OR","Ar-Ar,Ar-Cl,Ar-X,Ar-F,H-AromN,AromN-H,Triazole","Ar-Ar,Ar-Cl,Ar-X,Ar-F,Ar-AromN,Any-AromN,Ar-OR,Any-OR,R-OR",Ar-B(OH)2|H-AromN -> Ar-AromN || Any-OR|Ar-Ar|Ar-Cl|Ar-F|Ar-OR|Ar-X|R-OR,Any-B(OH)2|Any-OR|Ar-Ar|Ar-B(OH)2|Ar-Cl|Ar-F|Ar-OR|Ar-X|AromN-H|H-AromN|R-OR|Triazole,Any-AromN|Any-OR|Ar-Ar|Ar-AromN|Ar-Cl|Ar-F|Ar-OR|Ar-X|R-OR,82.0,COc1ccc(B(O)O)cc1.Fc1n[nH]nc1-c1ccc(Cl)cc1>>COc1ccc(-n2nc(F)c(-c3ccc(Cl)cc3)n2)cc1,Cu(OAc)2,,,DMSO,,,,-0.7071067811865475
Ar-B(OH)2|H-AromN -> Ar-AromN || Ar-Ar|Ar-Cl|Ar-F|Ar-X,Ar-B(OH)2|H-AromN -> Ar-AromN || Ar-Ar|Ar-Cl|Ar-F|Ar-X,False,"Ar-Cl,Ar-X,Ar-B(OH)2,Any-B(OH)2","Ar-Ar,Ar-Cl,Ar-X,Ar-F,H-AromN,AromN-H,Triazole","Ar-Ar,Ar-Cl,Ar-X,Ar-F,Ar-AromN,Any-AromN",Ar-B(OH)2|H-AromN -> Ar-AromN || Ar-Ar|Ar-Cl|Ar-F|Ar-X,Any-B(OH)2|Ar-Ar|Ar-B(OH)2|Ar-Cl|Ar-F|Ar-X|AromN-H|H-AromN|Triazole,Any-AromN|Ar-Ar|Ar-AromN|Ar-Cl|Ar-F|Ar-X,83.0,OB(O)c1ccc(Cl)cc1.Fc1n[nH]nc1-c1ccc(Cl)cc1>>Fc1nn(-c2ccc(Cl)cc2)nc1-c1ccc(Cl)cc1,Cu(OAc)2,,,DMSO,,,,0.0
Ar-B(OH)2|H-AromN -> Ar-AromN || AromN-H|Benzimidazole|H-AromN|Thiophene,Ar-B(OH)2|H-AromN -> Ar-AromN || AromN-H|Benzimidazole|H-AromN|Thiophene,False,"H-AromN,AromN-H,Benzimidazole","Ar-B(OH)2,Any-B(OH)2,Thiophene","Ar-AromN,Any-AromN,H-AromN,AromN-H,Benzimidazole,Thiophene",Ar-B(OH)2|H-AromN -> Ar-AromN || AromN-H|Benzimidazole|H-AromN|Thiophene,Any-B(OH)2|Ar-B(OH)2|AromN-H|Benzimidazole|H-AromN|Thiophene,Any-AromN|Ar-AromN|AromN-H|Benzimidazole|H-AromN|Thiophene,37.0,O=c1[nH]c2ccccc2[nH]1.OB(O)c1ccsc1>>O=c1[nH]c2ccccc2n1-c1ccsc1.O=c1n(-c2ccsc2)c2ccccc2n1-c1ccsc1,TMEDA,22205-45-4,,DMF,,,,0.0
Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Ar-Alkenyl|Ar-Br|Ar-C=C|Ar-X|H-Alkenyl,Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Ar-Alkenyl|Ar-Br|Ar-C=C|Ar-X|H-Alkenyl,False,"Ar-B(OH)2,Any-B(OH)2","Ar-Br,Ar-X,Alkenyl-COR,H-NHR,Any-NH2,Ar-C=C,Ar-Alkenyl,H-Alkenyl,Any-C=C","Ar-Br,Ar-X,H-NR2,Any-NHR,Alkenyl-COR,Ar-C=C,Ar-Alkenyl,H-Alkenyl,Any-C=C",Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Ar-Alkenyl|Ar-Br|Ar-C=C|Ar-X|H-Alkenyl,Alkenyl-COR|Any-B(OH)2|Any-C=C|Any-NH2|Ar-Alkenyl|Ar-B(OH)2|Ar-Br|Ar-C=C|Ar-X|H-Alkenyl|H-NHR,Alkenyl-COR|Any-C=C|Any-NHR|Ar-Alkenyl|Ar-Br|Ar-C=C|Ar-X|H-Alkenyl|H-NR2,85.0,OB(O)c1ccccc1.N/C(=C\C(=O)c1ccccc1)c1ccc(Br)cc1>>O=C(/C=C(\Nc1ccccc1)c1ccc(Br)cc1)c1ccccc1,Cu(OAc)2,Et3N,,EDC,,,,-0.7071067811865475
Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Ar-Alkenyl|Ar-C=C|Ar-F|Ar-X|H-Alkenyl,Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Ar-Alkenyl|Ar-C=C|Ar-F|Ar-X|H-Alkenyl,False,"Ar-B(OH)2,Any-B(OH)2","Ar-F,Ar-X,Alkenyl-COR,H-NHR,Any-NH2,Ar-C=C,Ar-Alkenyl,H-Alkenyl,Any-C=C","Ar-F,Ar-X,H-NR2,Any-NHR,Alkenyl-COR,Ar-C=C,Ar-Alkenyl,H-Alkenyl,Any-C=C",Ar-B(OH)2|H-NHR -> H-NR2 || Alkenyl-COR|Any-C=C|Ar-Alkenyl|Ar-C=C|Ar-F|Ar-X|H-Alkenyl,Alkenyl-COR|Any-B(OH)2|Any-C=C|Any-NH2|Ar-Alkenyl|Ar-B(OH)2|Ar-C=C|Ar-F|Ar-X|H-Alkenyl|H-NHR,Alkenyl-COR|Any-C=C|Any-NHR|Ar-Alkenyl|Ar-C=C|Ar-F|Ar-X|H-Alkenyl|H-NR2,92.0,OB(O)c1ccccc1.N/C(=C\C(=O)c1ccc(F)cc1)c1ccccc1>>O=C(/C=C(\Nc1ccccc1)c1ccccc1)c1ccc(F)cc1,Cu(OAc)2,Et3N,,EDC,,,,0.8836017606269507
Ar-Bpin|H-Sulfonamide -> Ar-Sulfonamide || Any-Sulfonamide|Ar-I|Ar-X|R-H-acidic,Ar-Bpin|H-Sulfonamide -> Ar-Sulfonamide || Any-Sulfonamide|Ar-I|Ar-X|R-H-acidic,False,"R-H-acidic,H-Sulfonamide,Any-Sulfonamide","Ar-I,Ar-X,Ar-Bpin,Any-Bpin","R-H-acidic,Ar-I,Ar-X,Ar-Sulfonamide,Any-Sulfonamide",Ar-Bpin|H-Sulfonamide -> Ar-Sulfonamide || Any-Sulfonamide|Ar-I|Ar-X|R-H-acidic,Any-Bpin|Any-Sulfonamide|Ar-Bpin|Ar-I|Ar-X|H-Sulfonamide|R-H-acidic,Any-Sulfonamide|Ar-I|Ar-Sulfonamide|Ar-X|R-H-acidic,73.0,CS(=O)(=O)Nc1ccccc1.CC1(C)OB(c2cccc(I)c2)OC1(C)C>>CS(=O)(=O)N(c1ccccc1)c1cccc(I)c1,tetrakis(acetonitrile)copper(I) hexafluorophosphate,,K3PO4,MeCN,,,,0.0
Ar-Bpin|H-Sulfonamide -> Ar-Sulfonamide || Any-CN|Any-Sulfonamide|Ar-CN|R-H-acidic,Ar-Bpin|H-Sulfonamide -> Ar-Sulfonamide || Any-CN|Any-Sulfonamide|Ar-CN|R-H-acidic,False,"R-H-acidic,H-Sulfonamide,Any-Sulfonamide","Ar-Bpin,Any-Bpin,Ar-CN,Any-CN","R-H-acidic,Ar-CN,Any-CN,Ar-Sulfonamide,Any-Sulfonamide",Ar-Bpin|H-Sulfonamide -> Ar-Sulfonamide || Any-CN|Any-Sulfonamide|Ar-CN|R-H-acidic,Any-Bpin|Any-CN|Any-Sulfonamide|Ar-Bpin|Ar-CN|H-Sulfonamide|R-H-acidic,Any-CN|Any-Sulfonamide|Ar-CN|Ar-Sulfonamide|R-H-acidic,81.0,CS(=O)(=O)Nc1ccccc1.CC1(C)OB(c2cccc(C#N)c2)OC1(C)C>>CS(=O)(=O)N(c1ccccc1)c1cccc(C#N)c1,tetrakis(acetonitrile)copper(I) hexafluorophosphate,,K3PO4,MeCN,,,,0.0
