Reaction_Type_Standardized,Is_Intramolecular,Reactant_A_Type,Reactant_B_Type,Reactant_Types_Key,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
Ar-Br|RCH2-OH -> Ar-OR || Ar-Ar|Ar-R,False,"Ar-Ar,Ar-Br","Ar-R,RCH2-OH","Ar-Ar,Ar-Br|Ar-R,RCH2-OH",88.0,Brc1ccc(-c2ccccc2)cc1.OCCCCc1ccccc1>>c1ccc(CCCCOc2ccc(-c3ccccc3)cc2)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.0
Ar-Br|RCH2-OH -> Ar-OR || Ar-COR|Ar-R|R-H-acidic,False,"R-H-acidic,Ar-Br,Ar-COR","Ar-R,RCH2-OH","Ar-R,RCH2-OH|R-H-acidic,Ar-Br,Ar-COR",91.0,CC(=O)c1ccc(Br)cc1.OCCCCc1ccccc1>>CC(=O)c1ccc(OCCCCc2ccccc2)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.15339299776947354
Ar-Br|RCH2-OH -> Ar-OR || Ar-F|Ar-R,False,"Ar-Br,Ar-F","Ar-R,RCH2-OH","Ar-Br,Ar-F|Ar-R,RCH2-OH",86.0,Fc1ccc(Br)cc1.OCCCCc1ccccc1>>Fc1ccc(OCCCCc2ccccc2)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.0
Ar-Br|RCH2-OH -> Ar-OR || Ar-OCF3|Ar-R,False,"Ar-Br,Ar-OCF3","Ar-R,RCH2-OH","Ar-Br,Ar-OCF3|Ar-R,RCH2-OH",95.0,FC(F)(F)Oc1ccc(Br)cc1.OCCCCc1ccccc1>>FC(F)(F)Oc1ccc(OCCCCc2ccccc2)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.0
Ar-Br|RCH2-OH -> Ar-OR || Ar-CN|Ar-R,False,"Ar-Br,Ar-CN","Ar-R,RCH2-OH","Ar-Br,Ar-CN|Ar-R,RCH2-OH",78.0,N#Cc1ccc(Br)cc1.OCCCCc1ccccc1>>N#Cc1ccc(OCCCCc2ccccc2)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.0
Ar-Br|RCH2-OH -> Ar-OR || Ar-CF3|Ar-R,False,"Ar-Br,Ar-CF3","Ar-R,RCH2-OH","Ar-Br,Ar-CF3|Ar-R,RCH2-OH",91.0,FC(F)(F)c1cccc(Br)c1.OCCCCc1ccccc1>>FC(F)(F)c1cccc(OCCCCc2ccccc2)c1,NiBr2,dtbbpy,DBU,PhMe,,,,0.0
Ar-Br|RCH2-OH -> Ar-OR || Ar-OR|Ar-R,False,"Ar-Br,Ar-OR","Ar-R,RCH2-OH","Ar-Br,Ar-OR|Ar-R,RCH2-OH",74.0,COc1ccc(Br)cc1OC.OCCCCc1ccccc1>>COc1ccc(OCCCCc2ccccc2)cc1OC,NiBr2,dtbbpy,DBU,PhMe,,,,-1.1479238143994308
Ar-Br|RCH2-OH -> Ar-OR || Ar-OR|Ar-R,False,"Ar-R,RCH2-OH","Ar-R,Ar-Br,Ar-OR","Ar-R,Ar-Br,Ar-OR|Ar-R,RCH2-OH",86.0,OCCCCc1ccccc1.COc1ccc(Br)cc1C12CC3CC(CC(C3)C1)C2>>COc1ccc(OCCCCc2ccccc2)cc1C12CC3CC(CC(C3)C1)C2,NiBr2,dtbbpy,DBU,PhMe,,,,0.0
Ar-Br|RCH2-OH -> Ar-OR || Ar-OR|Ar-R,False,"Ar-Br,Ar-OR","Ar-R,RCH2-OH","Ar-Br,Ar-OR|Ar-R,RCH2-OH",84.0,COc1cccc(Br)c1.OCCCCc1ccccc1>>COc1cccc(OCCCCc2ccccc2)c1,NiBr2,dtbbpy,DBU,PhMe,,,,1.0385977368375803
Ar-Br|RCH2-OH -> Ar-OR || Ar-R,False,"Ar-R,RCH2-OH","Ar-R,Ar-Br","Ar-R,Ar-Br|Ar-R,RCH2-OH",71.0,OCCCCc1ccccc1.CC1(C)CCC(C)(C)c2cc(Br)ccc21>>CC1(C)CCC(C)(C)c2cc(OCCCCc3ccccc3)ccc21,NiBr2,dtbbpy,DBU,PhMe,,,,-1.2973843327519523
Ar-Br|RCH2-OH -> Ar-OR || Ar-R,False,"Ar-R,RCH2-OH","Ar-R,Ar-Br","Ar-R,Ar-Br|Ar-R,RCH2-OH",89.0,OCCCCc1ccccc1.CC(C)(C)c1cc(Br)cc(C(C)(C)C)c1>>CC(C)(C)c1cc(OCCCCc2ccccc2)cc(C(C)(C)C)c1,NiBr2,dtbbpy,DBU,PhMe,,,,0.9267030948228231
Ar-Br|RCH2-OH -> Ar-OR || Ar-R|R-H-acidic|RCH2-SO2R,False,"Ar-R,RCH2-OH","R-H-acidic,Ar-Br,RCH2-SO2R","Ar-R,RCH2-OH|R-H-acidic,Ar-Br,RCH2-SO2R",93.0,OCCCCc1ccccc1.CS(=O)(=O)c1ccc(Br)cc1>>CS(=O)(=O)c1ccc(OCCCCc2ccccc2)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.0
Ar-Br|RCH2-OH -> Ar-OR || Ar-LactamN|Ar-R|R-H-acidic|RCH2-CONHR,False,"Ar-R,RCH2-OH","R-H-acidic,Ar-R,Ar-Br,Ar-LactamN,RCH2-CONHR","Ar-R,RCH2-OH|R-H-acidic,Ar-R,Ar-Br,Ar-LactamN,RCH2-CONHR",80.0,OCCCCc1ccccc1.O=C1CCc2ccc(Br)cc2N1>>O=C1CCc2ccc(OCCCCc3ccccc3)cc2N1,NiBr2,dtbbpy,DBU,PhMe,,,,0.0
Ar-Br|RCH2-OH -> Ar-OR || Ar-AromN|Ar-R,False,"Ar-R,RCH2-OH","Ar-Br,Ar-AromN","Ar-Br,Ar-AromN|Ar-R,RCH2-OH",97.0,OCCCCc1ccccc1.Brc1ccc(-n2c3ccccc3c3ccccc32)cc1>>c1ccc(CCCCOc2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.0
Ar-Br|RCH2-OH -> Ar-OR || Ar-R|Benzothiophene,False,"Ar-R,RCH2-OH","Ar-Br,Benzothiophene","Ar-Br,Benzothiophene|Ar-R,RCH2-OH",80.0,OCCCCc1ccccc1.Brc1ccc2sc3ccccc3c2c1>>c1ccc(CCCCOc2ccc3sc4ccccc4c3c2)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.0
Ar-Br|RCH2-OH -> Ar-OR || Ar-R|Benzofuran,False,"Ar-Br,Benzofuran","Ar-R,RCH2-OH","Ar-Br,Benzofuran|Ar-R,RCH2-OH",78.0,Brc1ccc2oc3ccccc3c2c1.OCCCCc1ccccc1>>c1ccc(CCCCOc2ccc3oc4ccccc4c3c2)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.0
Ar-Cl|RCH2-OH -> Ar-OR || Ar-Ar|Ar-R,False,"Ar-Ar,Ar-Cl","Ar-R,RCH2-OH","Ar-Ar,Ar-Cl|Ar-R,RCH2-OH",76.0,Clc1ccc(-c2ccccc2)cc1.OCCCCc1ccccc1>>c1ccc(CCCCOc2ccc(-c3ccccc3)cc2)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.0
Ar-Cl|RCH2-OH -> Ar-OR || Ar-COR|Ar-R|R-H-acidic,False,"Ar-R,RCH2-OH","R-H-acidic,Ar-Cl,Ar-COR","Ar-R,RCH2-OH|R-H-acidic,Ar-Cl,Ar-COR",88.0,OCCCCc1ccccc1.O=C(c1ccc(Cl)cc1)C1CC1>>O=C(c1ccc(OCCCCc2ccccc2)cc1)C1CC1,NiBr2,dtbbpy,DBU,PhMe,,,,-0.7043607250605003
Ar-Cl|RCH2-OH -> Ar-OR || Ar-CN|Ar-R,False,"Ar-R,RCH2-OH","Ar-R,Ar-Cl,Ar-CN","Ar-R,Ar-Cl,Ar-CN|Ar-R,RCH2-OH",79.0,OCCCCc1ccccc1.Cc1cc(Cl)ccc1C#N>>Cc1cc(OCCCCc2ccccc2)ccc1C#N,NiBr2,dtbbpy,DBU,PhMe,,,,0.0
Ar-Cl|RCH2-OH -> Ar-OR || Ar-R|R-H-acidic|RCH2-SO2R,False,"R-H-acidic,Ar-Cl,RCH2-SO2R","Ar-R,RCH2-OH","Ar-R,RCH2-OH|R-H-acidic,Ar-Cl,RCH2-SO2R",92.0,CS(=O)(=O)c1ccc(Cl)cc1.OCCCCc1ccccc1>>CS(=O)(=O)c1ccc(OCCCCc2ccccc2)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.0
Ar-Cl|RCH2-OH -> Ar-OR || Ar-R|Quinoline,False,"Ar-Cl,Quinoline","Ar-R,RCH2-OH","Ar-Cl,Quinoline|Ar-R,RCH2-OH",90.0,Clc1cnc2ccccc2c1.OCCCCc1ccccc1>>c1ccc(CCCCOc2cnc3ccccc3c2)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.7071067811865476
Ar-Cl|RCH2-OH -> Ar-OR || Ar-R|Quinoline,False,"Ar-Cl,Quinoline","Ar-R,RCH2-OH","Ar-Cl,Quinoline|Ar-R,RCH2-OH",79.0,Clc1ccc2cccnc2c1.OCCCCc1ccccc1>>c1ccc(CCCCOc2ccc3cccnc3c2)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,-0.7071067811865476
Ar-Cl|RCH2-OH -> Ar-OR || Ar-CN|Ar-R,False,"Ar-Cl,Ar-CN","Ar-R,RCH2-OH","Ar-Cl,Ar-CN|Ar-R,RCH2-OH",89.0,N#Cc1cccc(Cl)c1.OCCCCc1ccccc1>>N#Cc1cccc(OCCCCc2ccccc2)c1,NiBr2,dtbbpy,DBU,PhMe,,,,0.7071067811865475
Ar-Cl|RCH2-OH -> Ar-OR || Ar-CF3|Ar-R,False,"Ar-Cl,Ar-CF3","Ar-R,RCH2-OH","Ar-Cl,Ar-CF3|Ar-R,RCH2-OH",87.0,FC(F)(F)c1ccc(Cl)cc1.OCCCCc1ccccc1>>FC(F)(F)c1ccc(OCCCCc2ccccc2)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.0
Ar-Cl|RCH2-OH -> Ar-OR || Ar-F|Ar-R|Pyridine,False,"Ar-R,RCH2-OH","Ar-Cl,Ar-F,Pyridine","Ar-Cl,Ar-F,Pyridine|Ar-R,RCH2-OH",81.0,OCCCCc1ccccc1.Fc1cc(Cl)ccn1>>Fc1cc(OCCCCc2ccccc2)ccn1,NiBr2,dtbbpy,DBU,PhMe,,,,0.0
Ar-Br|RCH2-OH -> Ar-OR || Ar-COR|R-H-acidic,False,RCH2-OH,"R-H-acidic,Ar-Br,Ar-COR","R-H-acidic,Ar-Br,Ar-COR|RCH2-OH",76.0,CO.CC(=O)c1ccc(Br)cc1>>COc1ccc(C(C)=O)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,-1.009670756680834
Ar-Cl|RCH2-OH -> Ar-OR || Ar-R|Isoquinoline,False,"Ar-R,RCH2-OH","Ar-Cl,Isoquinoline","Ar-Cl,Isoquinoline|Ar-R,RCH2-OH",85.0,OCCCCc1ccccc1.Clc1ccc2cnccc2c1>>c1ccc(CCCCOc2ccc3cnccc3c2)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.7071067811865475
Ar-Cl|RCH2-OH -> Ar-OR || Ar-R|Pyridine,False,"Ar-R,RCH2-OH","Ar-R,Ar-Cl,Pyridine","Ar-R,Ar-Cl,Pyridine|Ar-R,RCH2-OH",95.0,OCCCCc1ccccc1.Cc1cc(Cl)ccn1>>Cc1cc(OCCCCc2ccccc2)ccn1,NiBr2,dtbbpy,DBU,PhMe,,,,0.0
Ar-Cl|RCH2-OH -> Ar-OR || Ar-COR|R-H-acidic,False,RCH2-OH,"R-H-acidic,Ar-Cl,Ar-COR","R-H-acidic,Ar-Cl,Ar-COR|RCH2-OH",95.0,CO.CC(=O)c1ccc(Cl)cc1>>COc1ccc(C(C)=O)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.5226354409075173
Ar-Cl|RCH2-OH -> Ar-OR || Ar-R|Isoquinoline,False,"Ar-R,RCH2-OH","Ar-Cl,Isoquinoline","Ar-Cl,Isoquinoline|Ar-R,RCH2-OH",83.0,OCCCCc1ccccc1.Clc1ccc2ccncc2c1>>c1ccc(CCCCOc2ccc3ccncc3c2)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,-0.7071067811865475
Ar-Cl|RCH2-OH -> Ar-OR || Ar-CF3|Ar-R|Pyridine,False,"Ar-R,RCH2-OH","Ar-Cl,Ar-CF3,Pyridine","Ar-Cl,Ar-CF3,Pyridine|Ar-R,RCH2-OH",80.0,OCCCCc1ccccc1.FC(F)(F)c1cc(Cl)ccn1>>FC(F)(F)c1cc(OCCCCc2ccccc2)ccn1,NiBr2,dtbbpy,DBU,PhMe,,,,0.0
Ar-Br|RCH2-OH -> Ar-OR || Ar-COR|R-H-acidic,False,"R-H-acidic,Ar-Br,Ar-COR",RCH2-OH,"R-H-acidic,Ar-Br,Ar-COR|RCH2-OH",95.0,CC(=O)c1ccc(Br)cc1.CCCCCCCCCCCCCCCCCCO>>CCCCCCCCCCCCCCCCCCOc1ccc(C(C)=O)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,1.0209205701257462
Ar-Cl|RCH2-OH -> Ar-OR || Ar-COR|R-H-acidic,False,RCH2-OH,"R-H-acidic,Ar-Cl,Ar-COR","R-H-acidic,Ar-Cl,Ar-COR|RCH2-OH",81.0,CCO.CC(=O)c1ccc(Cl)cc1>>CCOc1ccc(C(C)=O)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,-0.11177752204380438
Ar-Br|RCH2-OH -> Ar-OR || Ar-COR|R-CF3|R-H-acidic,False,"RCH2-OH,R-CF3","R-H-acidic,Ar-Br,Ar-COR","R-H-acidic,Ar-Br,Ar-COR|RCH2-OH,R-CF3",94.0,OCC(F)(F)F.CC(=O)c1ccc(Br)cc1>>CC(=O)c1ccc(OCC(F)(F)F)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.5262348115842167
Ar-Br|RCH2-OH -> Ar-OR || Ar-COR|R-H-acidic,False,RCH2-OH,"R-H-acidic,Ar-Br,Ar-COR","R-H-acidic,Ar-Br,Ar-COR|RCH2-OH",87.0,CCO.CC(=O)c1ccc(Br)cc1>>CCOc1ccc(C(C)=O)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.16593474831244923
Ar-Cl|RCH2-OH -> Ar-OR || Ar-COR|R-CF3|R-H-acidic,False,"RCH2-OH,R-CF3","R-H-acidic,Ar-Cl,Ar-COR","R-H-acidic,Ar-Cl,Ar-COR|RCH2-OH,R-CF3",97.0,OCC(F)(F)F.CC(=O)c1ccc(Cl)cc1>>CC(=O)c1ccc(OCC(F)(F)F)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.7071067811865475
Ar-Br|RCH2-OH -> Ar-OR || Ar-COR|R-CF3|R-F|R-H-acidic,False,"R-H-acidic,Ar-Br,Ar-COR","RCH2-OH,R-F,R-CF3","R-H-acidic,Ar-Br,Ar-COR|RCH2-OH,R-F,R-CF3",91.0,CC(=O)c1ccc(Br)cc1.OCC(F)(F)C(F)(F)F>>CC(=O)c1ccc(OCC(F)(F)C(F)(F)F)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.0
Ar-Cl|RCH2-OH -> Ar-OR || Ar-COR|R-H-acidic,False,"R-H-acidic,Ar-Cl,Ar-COR",RCH2-OH,"R-H-acidic,Ar-Cl,Ar-COR|RCH2-OH",90.0,CC(=O)c1ccc(Cl)cc1.CCCCCCCCCCCCCCCCCCO>>CCCCCCCCCCCCCCCCCCOc1ccc(C(C)=O)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.2960593827106167
Ar-Cl|RCH2-OH -> Ar-OR || Ar-COR|R-CF3|R-F|R-H-acidic,False,"R-H-acidic,Ar-Cl,Ar-COR","RCH2-OH,R-F,R-CF3","R-H-acidic,Ar-Cl,Ar-COR|RCH2-OH,R-F,R-CF3",87.0,CC(=O)c1ccc(Cl)cc1.OCC(F)(F)C(F)(F)F>>CC(=O)c1ccc(OCC(F)(F)C(F)(F)F)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.7071067811865476
Ar-Br|Bn-OH -> Bn-OR || Ar-COR|R-H-acidic,False,"R-H-acidic,Ar-Br,Ar-COR",Bn-OH,"Bn-OH|R-H-acidic,Ar-Br,Ar-COR",97.0,CC(=O)c1ccc(Br)cc1.OCc1ccccc1>>CC(=O)c1ccc(OCc2ccccc2)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.7204407349303052
Ar-Cl|Bn-OH -> Bn-OR || Ar-COR|R-H-acidic,False,"R-H-acidic,Ar-Cl,Ar-COR",Bn-OH,"Bn-OH|R-H-acidic,Ar-Cl,Ar-COR",98.0,CC(=O)c1ccc(Cl)cc1.OCc1ccccc1>>CC(=O)c1ccc(OCc2ccccc2)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.7071067811865476
Ar-Br|RCH2-OH -> Ar-OR || Ar-COR|Ar-R|R-H-acidic,False,"R-H-acidic,Ar-Br,Ar-COR","Ar-R,RCH2-OH","Ar-R,RCH2-OH|R-H-acidic,Ar-Br,Ar-COR",93.0,CC(=O)c1ccc(Br)cc1.Cc1ccccc1CCO>>CC(=O)c1ccc(OCCc2ccccc2C)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.5368754921931588
Ar-Br|RCH2-OH -> Ar-OR || Ar-COR|Ar-Cl|Ar-R|R-H-acidic,False,"R-H-acidic,Ar-Br,Ar-COR","Ar-R,Ar-Cl,RCH2-OH","Ar-R,Ar-Cl,RCH2-OH|R-H-acidic,Ar-Br,Ar-COR",90.0,CC(=O)c1ccc(Br)cc1.OCCc1ccc(Cl)cc1>>CC(=O)c1ccc(OCCc2ccc(Cl)cc2)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.0
Ar-Br|RCH2-OH -> Ar-OR || Ar-COR|Ar-R|R-H-acidic,False,"R-H-acidic,Ar-Br,Ar-COR","Ar-R,RCH2-OH","Ar-R,RCH2-OH|R-H-acidic,Ar-Br,Ar-COR",81.0,CC(=O)c1ccc(Br)cc1.CC(C)(C)c1ccc(CCO)cc1>>CC(=O)c1ccc(OCCc2ccc(C(C)(C)C)cc2)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,-1.7640194743489526
Ar-Br|RCH2-OH -> Ar-OR || Ar-COR|R-C=CH2|R-H-acidic,False,"R-H-acidic,Ar-Br,Ar-COR","RCH2-OH,R-C=CH2","R-H-acidic,Ar-Br,Ar-COR|RCH2-OH,R-C=CH2",77.0,CC(=O)c1ccc(Br)cc1.C=CCCO>>C=CCCOc1ccc(C(C)=O)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.0
Ar-Cl|RCH2-OH -> Ar-OR || Ar-COR|Ar-R|R-H-acidic,False,"R-H-acidic,Ar-Cl,Ar-COR","Ar-R,RCH2-OH","Ar-R,RCH2-OH|R-H-acidic,Ar-Cl,Ar-COR",95.0,CC(=O)c1ccc(Cl)cc1.OCCc1cccc2ccccc12>>CC(=O)c1ccc(OCCc2cccc3ccccc23)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,1.1445861782233098
Ar-Br|RCH2-OH -> Ar-OR || Ar-COR|Ar-R|R-H-acidic,False,"R-H-acidic,Ar-Br,Ar-COR","Ar-R,RCH2-OH","Ar-R,RCH2-OH|R-H-acidic,Ar-Br,Ar-COR",93.0,CC(=O)c1ccc(Br)cc1.OCCc1cccc2ccccc12>>CC(=O)c1ccc(OCCc2cccc3ccccc23)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.5368754921931588
Ar-Cl|RCH2-OH -> Ar-OR || Ar-COR|R-C=CH2|R-H-acidic,False,"R-H-acidic,Ar-Cl,Ar-COR","RCH2-OH,R-C=CH2","R-H-acidic,Ar-Cl,Ar-COR|RCH2-OH,R-C=CH2",87.0,CC(=O)c1ccc(Cl)cc1.C=CCCO>>C=CCCOc1ccc(C(C)=O)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.7071067811865475
Ar-Cl|RCH2-OH -> Ar-OR || Ar-COR|R-C=C|R-H-acidic,False,"R-H-acidic,Ar-Cl,Ar-COR","RCH2-OH,R-C=C","R-H-acidic,Ar-Cl,Ar-COR|RCH2-OH,R-C=C",89.0,CC(=O)c1ccc(Cl)cc1.CC(C)=CCO>>CC(=O)c1ccc(OCC=C(C)C)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,-0.5
Ar-Br|RCH2-OH -> Ar-OR || Ar-COR|R-C=C|R-H-acidic,False,"R-H-acidic,Ar-Br,Ar-COR","RCH2-OH,R-C=C","R-H-acidic,Ar-Br,Ar-COR|RCH2-OH,R-C=C",85.0,CC(=O)c1ccc(Br)cc1.CC(C)=CCO>>CC(=O)c1ccc(OCC=C(C)C)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.5497043043765472
Ar-Cl|RCH2-OH -> Ar-OR || Ar-COR|R-C=CH2|R-H-acidic,False,"R-H-acidic,Ar-Cl,Ar-COR","RCH2-OH,R-C=CH2","R-H-acidic,Ar-Cl,Ar-COR|RCH2-OH,R-C=CH2",72.0,CC(=O)c1ccc(Cl)cc1.C=CCCCCO>>C=CCCCCOc1ccc(C(C)=O)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,-0.7071067811865475
Ar-Br|RCH2-OH -> Ar-OR || Ar-COR|R-H-acidic,False,"R-H-acidic,Ar-Br,Ar-COR",RCH2-OH,"R-H-acidic,Ar-Br,Ar-COR|RCH2-OH",90.0,CC(=O)c1ccc(Br)cc1.OCC1CC1>>CC(=O)c1ccc(OCC2CC2)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.4865544314924356
Ar-Cl|RCH2-OH -> Ar-OR || Ar-COR|R-H-acidic|RCH2-OH,False,"R-H-acidic,Ar-Cl,Ar-COR",RCH2-OH,"R-H-acidic,Ar-Cl,Ar-COR|RCH2-OH",93.0,CC(=O)c1ccc(Cl)cc1.OCCCCO>>CC(=O)c1ccc(OCCCCO)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.43200501762875704
Ar-Br|RCH2-OH -> Ar-OR || Ar-COR|R-H-acidic|RCH2-OH,False,"R-H-acidic,Ar-Br,Ar-COR",RCH2-OH,"R-H-acidic,Ar-Br,Ar-COR|RCH2-OH",82.0,CC(=O)c1ccc(Br)cc1.OCCCCO>>CC(=O)c1ccc(OCCCCO)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,-0.36843139032086136
Ar-Br|RCH2-OH -> Ar-OR || Ar-COR|R-H-acidic|RCH2-OH|RCH2-OR,False,"R-H-acidic,Ar-Br,Ar-COR","RCH2-OR,RCH2-OH","R-H-acidic,Ar-Br,Ar-COR|RCH2-OR,RCH2-OH",78.0,CC(=O)c1ccc(Br)cc1.OCCOCCO>>CC(=O)c1ccc(OCCOCCO)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,-0.5121475197315839
Ar-Cl|RCH2-OH -> Ar-OR || Ar-COR|R-H-acidic|RCH2-OH|RCH2-OR,False,"R-H-acidic,Ar-Cl,Ar-COR","RCH2-OR,RCH2-OH","R-H-acidic,Ar-Cl,Ar-COR|RCH2-OR,RCH2-OH",89.0,CC(=O)c1ccc(Cl)cc1.OCCOCCO>>CC(=O)c1ccc(OCCOCCO)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,-0.7071067811865475
Ar-Br|RCH2-OH -> Ar-OR || Ar-COR|R-H-acidic|R3C-OR,False,"R-H-acidic,Ar-Br,Ar-COR","R3C-OR,RCH2-OH","R-H-acidic,Ar-Br,Ar-COR|R3C-OR,RCH2-OH",77.0,CC(=O)c1ccc(Br)cc1.COC(C)(C)CCO>>COC(C)(C)CCOc1ccc(C(C)=O)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.0
Ar-Br|RCH2-OH -> Ar-OR || Ar-COR|R-H-acidic|RCH2-NBoc,False,"R-H-acidic,Ar-Br,Ar-COR","RCH2-OH,RCH2-NBoc","R-H-acidic,Ar-Br,Ar-COR|RCH2-OH,RCH2-NBoc",74.0,CC(=O)c1ccc(Br)cc1.CC(C)(C)OC(=O)N1CCC(CO)CC1>>CC(=O)c1ccc(OCC2CCN(C(=O)OC(C)(C)C)CC2)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.0
Ar-Cl|RCH2-OH -> Ar-OR || Ar-COR|R-H-acidic|R3C-OR,False,"R-H-acidic,Ar-Cl,Ar-COR","R3C-OR,RCH2-OH","R-H-acidic,Ar-Cl,Ar-COR|R3C-OR,RCH2-OH",93.0,CC(=O)c1ccc(Cl)cc1.COC(C)(C)CCO>>COC(C)(C)CCOc1ccc(C(C)=O)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.0
Ar-Br|RCH2-OH -> Ar-OR || Ar-COR|R-H-acidic|RCH2-NR2,False,"R-H-acidic,Ar-Br,Ar-COR","RCH2-NR2,RCH2-OH","R-H-acidic,Ar-Br,Ar-COR|RCH2-NR2,RCH2-OH",84.0,CC(=O)c1ccc(Br)cc1.CN1CCN(CCO)CC1>>CC(=O)c1ccc(OCCN2CCN(C)CC2)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,-0.7071067811865476
Ar-Br|Bn-OH -> Bn-OR || Ar-COR|Furan|R-H-acidic,False,"Bn-OH,Furan","R-H-acidic,Ar-Br,Ar-COR","Bn-OH,Furan|R-H-acidic,Ar-Br,Ar-COR",82.0,OCc1ccco1.CC(=O)c1ccc(Br)cc1>>CC(=O)c1ccc(OCc2ccco2)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.7071067811865475
Ar-Cl|RCH2-OH -> Ar-OR || Ar-COR|R-H-acidic|RCH2-NBoc,False,"R-H-acidic,Ar-Cl,Ar-COR","RCH2-OH,RCH2-NBoc","R-H-acidic,Ar-Cl,Ar-COR|RCH2-OH,RCH2-NBoc",86.0,CC(=O)c1ccc(Cl)cc1.CC(C)(C)OC(=O)N1CCC(CO)CC1>>CC(=O)c1ccc(OCC2CCN(C(=O)OC(C)(C)C)CC2)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.0
Ar-Br|RCH2-OH -> Ar-OR || Ar-COR|R-H-acidic|R2CH-OR,False,"R2CH-OR,RCH2-OH","R-H-acidic,Ar-Br,Ar-COR","R-H-acidic,Ar-Br,Ar-COR|R2CH-OR,RCH2-OH",86.0,OCC1CCCO1.CC(=O)c1ccc(Br)cc1>>CC(=O)c1ccc(OCC2CCCO2)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,-0.7071067811865475
Ar-Cl|Bn-OH -> Bn-OR || Ar-COR|R-H-acidic|Thiophene,False,"R-H-acidic,Ar-Cl,Ar-COR","Bn-OH,Thiophene","Bn-OH,Thiophene|R-H-acidic,Ar-Cl,Ar-COR",75.0,CC(=O)c1ccc(Cl)cc1.OCc1cccs1>>CC(=O)c1ccc(OCc2cccs2)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,-0.7071067811865476
Ar-Cl|RCH2-OH -> Ar-OR || Ar-COR|Ar-R|R-H-acidic|Thiophene,False,"R-H-acidic,Ar-Cl,Ar-COR","Ar-R,RCH2-OH,Thiophene","Ar-R,RCH2-OH,Thiophene|R-H-acidic,Ar-Cl,Ar-COR",93.0,CC(=O)c1ccc(Cl)cc1.OCCc1cccs1>>CC(=O)c1ccc(OCCc2cccs2)cc1,NiBr2,dtbbpy,DBU,PhMe,,,,0.0
