Reaction_Type_Standardized,AREA_TOTAL_REDUCED,z-Score,Reactant_A,Reactant_B,Reactant_A_Type,Reactant_B_Type,Reactant_A_Category,Reactant_B_Category,Catalyst,Ligand,Base,Solvent,Secondary Solvent,Additive,Coupling Reagent,Reaction_Type_V2,Reactant_A_Motifs,Reactant_B_Motifs,Is_V2_Mapped
amide_formation,7.82,-0.3,RCO2H or M,ArNH2,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,DIPEA,MeCN,,,HATU,amide_coupling,,"Ar-NH2,Any-CO2H",False
amide_formation,59.64,-0.01,ArNH2,RCO2H or M,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,DIPEA,MeCN,,,PyClOP,amide_coupling,,"Ar-NH2,Any-CO2H",False
amide_formation,22.99,-1.18,ArNH2,RCO2H or M,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,,DMAc,,,T3P,amide_coupling,,"Ar-NH2,Any-CO2H",False
C_N_Coupling,0.0,-0.49,ArBr,Urea,ArBr,Urea,ArX*,Amide-type,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,,,,,c_n_cross_coupling,Ar-Br,Any-Urea,True
Deprotection,87.53,0.84,Protecting Group,Protecting Group,,,,,,No Ligand,,anisole,,HFIP,,Deprotection,,,True
Deprotection,70.79,0.28,Protecting Group,Protecting Group,,,,,,No Ligand,,EtOAc,,lutidine,,Deprotection,,,True
CO-Coupling,29.81,2.84,ArBr,Alkyl-OH a-branch,ArBr,ROH-a-branch,ArX*,ROH,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,Cs2CO3,MeTHF,,,,c_o_coupling,Ar-Br,R2CH-OH,True
Suzuki,0.0,-0.8,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,Dioxane,water,,,suzuki_miyaura,Ar-Cl,Ar-B(OR)2,True
Hydrolysis,0.0,-0.14,ArBr,ArBr,ArBr,,ArX*,,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,Dioxane,water,,,Hydrolysis,Ar-Br,,True
C_N_Coupling,16.78,0.35,ArBr,RNH2 a-branch,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,BippyPhos Pd(allyl)OTf,BippyPhos,NaBHT,anisole,,,,c_n_cross_coupling,Ar-Br,Any-NH2,True
Condensation,0.0,-0.28,RCHO,RNH2 a-branch,,RNH2-a-branch,,Aliphatic-amine,,No Ligand,,MeCN,,,DIC,Condensation,,Any-NH2,True
Condensation,13.53,0.21,RCHO,R2NH a-branch,,R2NH-a-branch,,Aliphatic-amine,,No Ligand,,MeCN,,,DIC,Condensation,,Any-NHR,True
Condensation,1.99,-0.64,RCHO,R2NH a-branch,,R2NH-a-branch,,Aliphatic-amine,,No Ligand,,MeCN,,HFIP,PyClOP,Condensation,,Any-NHR,True
C_N_Coupling,63.19,2.33,ArBr,ArNH2,ArBr,ArNH2,ArX*,Aniline-type,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,NaOtBu,Dioxane,,,,c_n_cross_coupling,Ar-Br,Ar-NH2,True
C_N_Coupling,100.0,1.18,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,QPhos Pd(crotyl)Cl,QPhos,KOH,MeCN,,,,c_n_cross_coupling,Ar-Br,Any-NH2,True
C_N_Coupling,0.0,-0.48,ArBr,ArBr,ArBr,,ArX*,,AmPhos Pd(crotyl)Cl,AmPhos,Cs2CO3,tAmOH,,,,c_n_cross_coupling,Ar-Br,,True
C_N_Coupling,0.0,-0.48,ArBr,ArBr,ArBr,,ArX*,,cBridP Pd(allyl)Cl,cBridP,Cs2CO3,DMSO,,,,c_n_cross_coupling,Ar-Br,,True
Suzuki,0.0,-0.7,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,,No Ligand,Na2CO3,THF,water,Potassium 2-ethylhexanoate,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
Suzuki,1.66,-0.7,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,,No Ligand,Na2CO3,THF,water,Potassium 2-ethylhexanoate,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
Negishi-in-situ,57.42,0.33,ArBr,Alkyl-I,"Alkyl-I, ArBr",,"ArX*, Alkyl-X",,,No Ligand,,PhMe,water,Potassium 2-ethylhexanoate,,negishi,"R-I,Ar-Br",,False
Borylation-Miyaura,0.0,-0.77,ArBr,ArBr,ArBr,,ArX*,,P(tBu)(Cy)2)2PdCl2,P(tBu)(Cy)2,Potassium 2-ethylhexanoate,tAmOH,,,,miyaura_borylation,Ar-Br,,True
Borylation-Miyaura,0.76,-0.71,ArBr,ArBr,ArBr,,ArX*,,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K2CO3,EtOH,,Potassium 2-ethylhexanoate,,miyaura_borylation,Ar-Br,,True
CC-Coupling,20.0,0.3,ArCl,ArCl,ArCl,,ArX*,,cataCXiumA Pd G3,CataCXiumA,K3PO4,MeTHF,water,,,CC-Coupling,Ar-Cl,,True
CC-Coupling,0.0,-0.72,ArCl,ArCl,ArCl,,ArX*,,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,,MeTHF,,TBAC,,CC-Coupling,Ar-Cl,,True
CC-Coupling,0.0,-0.72,ArCl,ArCl,ArCl,,ArX*,,Pd-PEPPSI-IPent Cl 3-chloropyridine,IPENT Cl,K3PO4,Dioxane,water,,,CC-Coupling,Ar-Cl,,True
CO-Coupling,0.0,-1.18,ArCl,ArCl,ArCl,,ArX*,,XantPhos Pd(allyl)Cl,XantPhos,Cs2CO3,MeOH,tAmOH,,,c_o_coupling,Ar-Cl,,True
CO-Coupling,30.9,0.34,ArCl,ArCl,ArCl,,ArX*,,PEPPSI-IPENT,IPENT,,tAmOH,,,,c_o_coupling,Ar-Cl,,True
CO-Coupling,15.46,-0.42,ArCl,ArCl,ArCl,,ArX*,,dppdtbpf)PdCl2,dppdtbpf,LiOtBu,DMI,MeOH,B(OMe)3,,c_o_coupling,Ar-Cl,,True
CO-Coupling,20.33,-0.18,ArCl,ArCl,ArCl,,ArX*,,IPent Pd(tBuInd)Cl],IPENT,KOtBu,tAmOH,,B(OMe)3,,c_o_coupling,Ar-Cl,,True
Suzuki,0.0,-0.57,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,IPent Pd(tBuInd)Cl],IPENT,KOH,PhMe,water,,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
Suzuki,12.15,0.67,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,,No Ligand,Na2CO3,iPrOH,water,,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
Suzuki,0.35,-0.54,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,GPhos Pd G6 Br,GPhos,KOH,PhMe,water,,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
Suzuki,0.0,-0.93,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,IPent Pd(tBuInd)Cl],IPENT,KOH,PhMe,water,,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
Suzuki,7.91,0.02,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,,No Ligand,Na2CO3,iPrOH,water,,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
C_N_Coupling,0.0,-0.5,ArBr,ArNH2,ArBr,ArNH2,ArX*,Aniline-type,AlPhosPd G6 Br,AlPhos,KHMDS,PhMe,,,,c_n_cross_coupling,Ar-Br,Ar-NH2,True
Suzuki,0.0,-0.69,ArI,ArB(OR)2,ArI,ArB(OR)2,ArX*,ArB*,IPr Pd(tBuInd)Cl,IPr,TMSOK,MeTHF,,,,suzuki_miyaura,Ar-I,Ar-B(OR)2,True
Negishi,5.89,-0.45,ArBr,Alkyl-M,ArBr,Alkyl-M,ArX*,Organometallic,P(tBu)2Ph)2PdCl2,P(tBu)2Ph,,DMF,,,,negishi,Ar-Br,R-M,True
Negishi,8.86,-0.21,ArBr,Alkyl-M,ArBr,Alkyl-M,ArX*,Organometallic,TrixiePhos Pd G3,TrixiePhos,,MeTHF,,,,negishi,Ar-Br,R-M,True
Negishi,4.16,-0.59,ArBr,Alkyl-M,ArBr,Alkyl-M,ArX*,Organometallic,,No Ligand,,MeTHF,,LiCl,,negishi,Ar-Br,R-M,True
Hydrolysis,0.0,-0.47,RCN,RCN,,,,,,No Ligand,,EtOH,,,,Hydrolysis,,,True
Suzuki,55.55,-0.28,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,Na2CO3,THF,water,,,suzuki_miyaura,Ar-Br,Ar-B(OH)2,True
C_N_Coupling,0.0,-0.5,ArBr,ArNH2,ArBr,ArNH2,ArX*,Aniline-type,rac-BINAP Pd G3,BINAP,K3PO4,Dioxane,water,,,c_n_cross_coupling,Ar-Br,Ar-NH2,True
C_N_Coupling,0.0,-0.25,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Cs2CO3,tAmOH,,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
Hydrodehalogenation,0.0,-0.79,ArCl,ArCl,ArCl,,ArX*,,,No Ligand,,MeTHF,,,,Hydrodehalogenation,Ar-Cl,,True
C_N_Coupling,63.59,2.49,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,KHMDS,Dioxane,,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,0.48,-0.38,ArBr,RNH2 a-branch,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,LiHMDS,PhMe,,,,c_n_cross_coupling,Ar-Br,Any-NH2,True
C_N_Coupling,0.0,-0.42,arom. NH,ArBr,ArBr,arom-NH,ArX*,Aniline-type,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,KHMDS,Dioxane,,,,c_n_cross_coupling,Ar-Br,AromN-H,True
Stetter,20.36,-0.32,alkene,RCHO,,alkene,,Alkene,Rovis-NHC*HBF4,No Ligand,DBU,MeTHF,,,,Stetter,,Any-Alkene,True
Stetter,1.34,-1.16,alkene,RCHO,,alkene,,Alkene,thiazolium-NHC*HCl,No Ligand,NEt3,Dioxane,,ZnCl2,,Stetter,,Any-Alkene,True
C_N_Coupling,0.0,-0.59,ArBr,arom. NH,ArBr,arom-NH,ArX*,Aniline-type,XantPhos Pd(allyl)Cl,XantPhos,KOH,tAmOH,,,,c_n_cross_coupling,Ar-Br,AromN-H,True
C_N_Coupling,1.91,-0.38,ArBr,arom. NH,ArBr,arom-NH,ArX*,Aniline-type,CuI,DMPAO,Cs2CO3,tAmOH,,,,c_n_cross_coupling,Ar-Br,AromN-H,True
Hydrodehalogenation,13.0,0.49,ArCl,ArCl,ArCl,,ArX*,,Pd/C,Missing,,iPrOH,,,,Hydrodehalogenation,Ar-Cl,,True
Suzuki,9.51,-0.51,ArB(OH)2,ArBr,ArBr,ArB(OH)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,DIPEA,PhMe,,,,suzuki_miyaura,Ar-Br,Ar-B(OH)2,True
Suzuki,5.07,-0.57,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,Cs2CO3,PhMe,,Potassium 2-ethylhexanoate,,suzuki_miyaura,Ar-Br,Ar-B(OH)2,True
Suzuki,41.9,0.63,ArB(OH)2,ArBr,ArBr,ArB(OH)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,Dioxane,water,,,suzuki_miyaura,Ar-Br,Ar-B(OH)2,True
Suzuki,5.77,-0.83,ArB(OH)2,ArBr,ArBr,ArB(OH)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,KOH,tAmOH,water,,,suzuki_miyaura,Ar-Br,Ar-B(OH)2,True
CH-Activation,0.0,-0.33,Alkyl-H,Alkyl-H,,Alkyl-H,,Alkyl-C-H,DPEPhos Pd(allyl)Cl,DPEPhos,Cs2CO3,Mesitylene,,AdCOOH,,CH-Activation,,R-H,True
CH-Activation,0.0,-0.33,Alkyl-H,Alkyl-H,,Alkyl-H,,Alkyl-C-H,DPEPhos Pd(allyl)Cl,DPEPhos,Cs2CO3,Mesitylene,,AdCOOH,,CH-Activation,,R-H,True
amide_formation,100.0,2.61,RNH2,RCO2H or M,,"RCO2H, RNH2",,"Aliphatic-amine, Acyl-source",,No Ligand,NMM,MeCN,,BSTFA,T3P,amide_coupling,,"Any-CO2H,Any-NH2",False
amide_formation,59.21,1.18,RNH2,RCO2H or M,,"RCO2H, RNH2",,"Aliphatic-amine, Acyl-source",,No Ligand,NMM,MeCN,,BSA,PivCl,amide_coupling,,"Any-CO2H,Any-NH2",False
amide_formation,7.09,-0.66,RNH2,RCO2H or M,,"RCO2H, RNH2",,"Aliphatic-amine, Acyl-source",,No Ligand,DIPEA,MeCN,PhMe,"BSA, OxymaPure",DIC,amide_coupling,,"Any-CO2H,Any-NH2",False
CO-Coupling,25.55,1.54,ArBr,ArBr,ArBr,,ArX*,,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,NaOH,tAmOH,water,TBAB,,c_o_coupling,Ar-Br,,True
CO-Coupling,0.0,-0.43,ArBr,ArBr,ArBr,,ArX*,,,Acetohydroxamic acid,CsOH.H2O,Dioxane,,TBAB,,c_o_coupling,Ar-Br,,True
CO-Coupling,12.86,0.56,ArBr,ArBr,ArBr,,ArX*,,RockPhos Pd G6 Br,RockPhos,CsOH.H2O,DMSO,,LiI,,c_o_coupling,Ar-Br,,True
Suzuki,23.86,-0.25,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,CsF,DMI,,,,suzuki_miyaura,Ar-Cl,Ar-B(OH)2,True
Suzuki,8.66,-0.67,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,KOH,iPrOH,water,,,suzuki_miyaura,Ar-Cl,Ar-B(OH)2,True
C_N_Coupling,17.81,2.01,arom. NH,ArI,ArI,arom-NH,ArX*,Aniline-type,CuI,DMPAO,Cs2CO3,tAmOH,,,,c_n_cross_coupling,Ar-I,AromN-H,True
C_N_Coupling,0.0,-0.2,ArBr,Lactam,ArBr,Lactam,ArX*,Amide-type,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Cs2CO3,DMI,,,,c_n_cross_coupling,Ar-Br,Any-Lactam,True
C_N_Coupling,0.0,-0.2,ArBr,Lactam,ArBr,Lactam,ArX*,Amide-type,CuI,N-Methylglycine,Cs2CO3,Dioxane,,,,c_n_cross_coupling,Ar-Br,Any-Lactam,True
C_N_Coupling,0.0,-0.85,RCONHR,ArBr,ArBr,,ArX*,,TrixiePhos Pd G3,TrixiePhos,Cs2CO3,DMSO,,,,c_n_cross_coupling,Ar-Br,,True
C_N_Coupling,0.0,-0.52,ArBr,RCONHR,ArBr,,ArX*,,TrixiePhos Pd G3,TrixiePhos,Cs2CO3,PhMe,,BSA,,c_n_cross_coupling,Ar-Br,,True
C_N_Coupling,0.0,-0.45,ArBr,RCONHR,ArBr,,ArX*,,TrixiePhos Pd G3,TrixiePhos,Cs2CO3,DMSO,,,,c_n_cross_coupling,Ar-Br,,True
C_N_Coupling,19.73,-0.49,Lactam,ArBr,ArBr,Lactam,ArX*,Amide-type,TrixiePhos Pd G3,TrixiePhos,Cs2CO3,DMSO,,,,c_n_cross_coupling,Ar-Br,Any-Lactam,True
Sonogashira,0.0,-0.52,alkyne,ArBr,ArBr,alkyne,ArX*,Alkyne,"Cu(MeCN)4BF4, tBuXPhos Pd(allyl)OTf",Me4tBuXPhos,NEt3,PhMe,,,,sonogashira,Ar-Br,Any-Alkyne,True
C_N_Coupling,24.21,0.13,Alkyl-B(OH)2,arom. NH,,"Alkyl-B(OH)2, arom-NH",,"RB*, Aniline-type",CuI,bpy,Na2CO3,DMF,,,,c_n_cross_coupling,,"R-B(OH)2,AromN-H",False
C_N_Coupling,43.69,2.24,ArBr,ArNH2,ArBr,ArNH2,ArX*,Aniline-type,AlphosPd)2cod,AlPhos,K3PO4,tAmOH,water,,,c_n_cross_coupling,Ar-Br,Ar-NH2,True
C_N_Coupling,0.63,-0.48,ArBr,ArNH2,ArBr,ArNH2,ArX*,Aniline-type,,No Ligand,K3PO4,tAmOH,water,,,c_n_cross_coupling,Ar-Br,Ar-NH2,True
C_N_Coupling,9.4,-0.57,ArCl,arom. NH,ArCl,arom-NH,ArX*,Aniline-type,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,DBU,DMSO,,,,c_n_cross_coupling,Ar-Cl,AromN-H,True
C_N_Coupling,0.0,-0.65,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,CuI,Bis-biphenylamino benzene,K2CO3,DMSO,,,,c_n_cross_coupling,Ar-Br,Any-NH2,True
C_N_Coupling,0.0,-0.65,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,GPhos Pd G6 Br,GPhos,KOH,tAmOH,,,,c_n_cross_coupling,Ar-Br,Any-NH2,True
C_N_Coupling,0.0,-0.37,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,Cs2CO3,tAmOH,,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
Deprotection,100.0,2.02,R3N,R3N,,,,,,No Ligand,,DCE,,,,Deprotection,,,True
Suzuki,39.29,0.39,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,meCgPPh Pd G3,meCgPPh,KOH,THF,water,,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
Stetter,20.1,-0.02,RCHO,alkene,,alkene,,Alkene,thiazolium-NHC*HCl,No Ligand,TMP,EtOH,,,,Stetter,,Any-Alkene,True
Suzuki,3.02,-0.7,ArBr,Alkyl-B(OH)2,ArBr,Alkyl-B(OH)2,ArX*,RB*,IPent Pd(tBuInd)Cl],IPENT,K3PO4,PhMe,water,,,suzuki_miyaura,Ar-Br,R-B(OH)2,True
Suzuki,1.36,-0.77,ArBr,Alkyl-B(OH)2,ArBr,Alkyl-B(OH)2,ArX*,RB*,dtbpfPdCl2,dtbpf,NEt3,MeCN,,,,suzuki_miyaura,Ar-Br,R-B(OH)2,True
Suzuki,48.35,0.08,ArI,alkeneB(OR)2,ArI,alkeneB(OR)2,ArX*,RB*,dppdtbpf)PdCl2,dppdtbpf,K3PO4,PhMe,water,,,suzuki_miyaura,Ar-I,Vinyl-B(OR)2,True
CC-Coupling,6.04,-0.6,RCO2R,ArI,,,,,NiBr2-glyme,tBubpyCAMCN,,PhMe,,,,CC-Coupling,,,True
C_N_Coupling,0.0,-0.23,ArBr,ArNH2,ArBr,ArNH2,ArX*,Aniline-type,rac-BINAP Pd G3,BINAP,NaOtBu,Dioxane,,,,c_n_cross_coupling,Ar-Br,Ar-NH2,True
Cyclization,58.5,0.9,alkyne,alkyne,,alkyne,,Alkyne,Pd(OTFA)2,No Ligand,,PhMe,,,,Cyclization,,Any-Alkyne,True
CC-Coupling,3.39,-1.01,ArBr,RCO2R,,,,,Ni(OAc)2,"2,6-di(1H-pyrazol-1-yl)pyridine",,DMAc,,,,CC-Coupling,,,True
C_N_Coupling,54.96,0.8,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,DPEPhos Pd(allyl)Cl,DPEPhos,KOH,MeTHF,,,,c_n_cross_coupling,Ar-Br,Any-NH2,True
C_N_Coupling,5.15,-0.78,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,KOH,tAmOH,water,,,c_n_cross_coupling,Ar-Br,Any-NH2,True
Cyclization,0.0,-0.33,alkyne,ArBr,ArBr,alkyne,ArX*,Alkyne,"Cu(MeCN)4BF4, XPhos Pd(tBuInd)Cl",XPhos,Cs2CO3,NMP,,TBAB,,Cyclization,Ar-Br,Any-Alkyne,True
Suzuki,35.02,0.26,ArBr,alkeneB(OR)2,ArBr,alkeneB(OR)2,ArX*,RB*,AmPhos2PdCl2,AmPhos,NaHCO3,nBuOAc,water,,,suzuki_miyaura,Ar-Br,Vinyl-B(OR)2,True
Suzuki,0.0,-0.52,ArB(OR)2,ArCl,ArCl,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,MeTHF,water,,,suzuki_miyaura,Ar-Cl,Ar-B(OR)2,True
amide_formation,2.74,-1.07,R2NH,RCO2R,,R2NH,,Aliphatic-amine,,No Ligand,"KOH, NMM",THF,water,,pyBOP,amide_coupling,,Any-NHR,True
C_N_Coupling,4.57,0.15,ArBr,RCONHR,ArBr,,ArX*,,AdBrettPhosPd G6 Br,Ad-BrettPhos,KOH,tAmOH,,,,c_n_cross_coupling,Ar-Br,,True
C_N_Coupling,0.0,-0.18,ArBr,RCONHR,ArBr,,ArX*,,AdBrettPhosPd G6 Br,Ad-BrettPhos,KOH,tAmOH,,,,c_n_cross_coupling,Ar-Br,,True
Cyclization,0.0,-0.41,RCO2R,RCO2R,,,,,,No Ligand,,MeCN,,Imidazole,,Cyclization,,,True
C_N_Coupling,0.0,-0.42,arom. NH,ArBr,ArBr,arom-NH,ArX*,Aniline-type,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,K2CO3,tAmOH,,,,c_n_cross_coupling,Ar-Br,AromN-H,True
C_N_Coupling,0.0,-0.53,ArBr,RNH2,ArBr,RNH2,ArX*,Aliphatic-amine,P(tBu)3 Pd G2,P(tBu)3,Cs2CO3,tAmOH,,,,c_n_cross_coupling,Ar-Br,Any-NH2,True
Alkylation,1.53,-0.05,Alkyl-H acidic,ArBr,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,cataCXiumA Pd G6 Br)2,CataCXiumA,NaOtBu,DMI,,LiBr,,Alkylation,Ar-Br,R-H-acidic,True
Suzuki,0.0,-0.87,ArCl,Alkyl-BF3K,ArCl,Alkyl-BF3K,ArX*,RB*,meCgPPh Pd G3,meCgPPh,KOH,THF,water,,,suzuki_miyaura,Ar-Cl,R-BF3K,True
C_N_Coupling,0.0,-0.38,Lactam,Alkyl-B(OH)2,,"Alkyl-B(OH)2, Lactam",,"RB*, Amide-type",Copper(II)acetate,Me4phen,Na2CO3,tAmOH,,,,c_n_cross_coupling,,"R-B(OH)2,Any-Lactam",False
CH-Activation,0.0,-0.49,ArI,Ar-H,ArI,Ar-H,ArX*,ArH,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,K2CO3,nBuOAc,,AdCOOH,,CH-Activation,Ar-I,Ar-H,True
Suzuki-in-situ,100.0,1.82,ArBr,ArBr,ArBr,,ArX*,,SPhos Pd(crotyl)Cl,SPhos,"K3PO4, Potassium 2-ethylhexanoate",THF,water,iPrOH,,suzuki_miyaura,Ar-Br,,True
Suzuki-in-situ,1.11,-1.1,ArBr,ArBr,ArBr,,ArX*,,PPh3)2PdCl2,PPh3,,PhMe,,"iPrOH, KOPiv",,suzuki_miyaura,Ar-Br,,True
CO-Coupling,16.59,0.69,alkyl-OH primary,ArBr,ArBr,,ArX*,,Cu(MeCN)4BF4,MNBO,Cs2CO3,PhMe,,,,c_o_coupling,Ar-Br,,True
Suzuki,0.0,-1.18,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dppf Pd G3,dppf,KOH,Dioxane,water,,,suzuki_miyaura,Ar-Br,Ar-B(OH)2,True
Suzuki,2.09,-1.44,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dppf Pd G3,dppf,KOH,Dioxane,water,,,suzuki_miyaura,Ar-Br,Ar-B(OH)2,True
Negishi,19.7,4.17,Alkyl-M,ArBr,ArBr,Alkyl-M,ArX*,Organometallic,rac-BINAP Pd G3,BINAP,,xylenes,,,,negishi,Ar-Br,R-M,True
Suzuki,64.9,0.26,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,XPhos Pd G3,XPhos,NaHCO3,iPrOAc,water,,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
Heck,0.0,-0.88,alkene,ArBr,ArBr,alkene,ArX*,Alkene,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,TMP,tAmOH,,,,heck,Ar-Br,Any-Alkene,True
Heck,30.82,1.84,alkene,ArBr,ArBr,alkene,ArX*,Alkene,BippyPhos Pd(allyl)OTf,BippyPhos,"N-Methyldicyclohexylamin, TBD",tAmOH,,TBAC,,heck,Ar-Br,Any-Alkene,True
Heck,0.0,-0.88,alkene,ArBr,ArBr,alkene,ArX*,Alkene,Me3(OMe)tBuXPhos Pd G3,Me3(OMe)-tBuXPhos,"N-Methyldicyclohexylamin, TBD",MeTHF,,,,heck,Ar-Br,Any-Alkene,True
Condensation,3.58,0.14,ArNH2,RSO2Cl,,ArNH2,,Aniline-type,,No Ligand,TMP,MeCN,,,,Condensation,,Ar-NH2,True
Suzuki,5.75,-0.31,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,XantPhos Pd(allyl)Cl,XantPhos,K3PO4,tAmOH,water,,,suzuki_miyaura,Ar-Br,Vinyl-B(OR)2,True
C_N_Coupling,49.38,1.05,RCONH2,ArCl,ArCl,RCONH2,ArX*,Amide-type,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,NaHCO3,PhMe,water,,,c_n_cross_coupling,Ar-Cl,Any-CONHR,True
C_N_Coupling,11.9,-0.37,RCONH2,ArCl,ArCl,RCONH2,ArX*,Amide-type,AlPhosPd G6 Br,AlPhos,K2CO3,anisole,,,,c_n_cross_coupling,Ar-Cl,Any-CONHR,True
C_N_Coupling,3.85,-0.51,ArNH2,ArBr,ArBr,ArNH2,ArX*,Aniline-type,Pd-PEPPSI-IPent Cl 3-chloropyridine,IPENT Cl,KOH,tAmOH,water,,,c_n_cross_coupling,Ar-Br,Ar-NH2,True
C_N_Coupling,0.0,-0.72,ArBr,RNH2,ArBr,RNH2,ArX*,Aliphatic-amine,AlPhosPd G6 Br,AlPhos,K2CO3,MeTHF,water,,,c_n_cross_coupling,Ar-Br,Any-NH2,True
CH-Activation,34.85,0.0,ArH,ArBr,ArBr,,ArX*,,XPhos Pd G2,XPhos,K2CO3,NMP,water,KOPiv,,CH-Activation,Ar-Br,,True
CH-Activation,16.64,-0.58,ArH,ArBr,ArBr,,ArX*,,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,Cs2CO3,anisole,NMP,KOPiv,,CH-Activation,Ar-Br,,True
CH-Activation,59.83,0.79,ArH,ArBr,ArBr,,ArX*,,Pd(OAc)2,Missing,"K2CO3, NMI",anisole,,KOAc,,CH-Activation,Ar-Br,,True
Suzuki,0.0,-0.13,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,,No Ligand,Cs2CO3,,,18-crown-6,,suzuki_miyaura,Ar-Cl,Ar-B(OH)2,True
