Reaction_Type_Standardized,Is_Intramolecular,Reactant_A_Type,Reactant_B_Type,Reactant_Types_Key,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
Any-CHCH2|Any-OR|Ar-NHR|Ar-R|R-CHCH2|R-CONHR|R-H-acidic|R-Si|R2CH-Ester|R2CH-NHR|R2CH-OR|R3C-OR|RCH2-CO2H|RCH2-NHR|RCH2-OR -> R2CH-CO2H|R2CH-NH2|R2CH-OH|RCH2-NH2|RCH2-OH || R-CONHR|R-CONR2|R-H-acidic|R2CH-NHR|R2CH-NR2|R2CH-OH|R2CH-OR|RCH2-NR2,True,"R-H-acidic,Ar-R,R-Si,Ar-NHR,RCH2-NHR,R2CH-NHR,R2CH-NR2,RCH2-NR2,R3C-OR,RCH2-OR,R2CH-OR,Any-OR,R2CH-OH,RCH2-CO2H,R2CH-Ester,R-CONHR,R-CONR2,Any-CHCH2,R-CHCH2",,"R-H-acidic,Ar-R,R-Si,Ar-NHR,RCH2-NHR,R2CH-NHR,R2CH-NR2,RCH2-NR2,R3C-OR,RCH2-OR,R2CH-OR,Any-OR,R2CH-OH,RCH2-CO2H,R2CH-Ester,R-CONHR,R-CONR2,Any-CHCH2,R-CHCH2",79.0,C=CCOC(=O)[C@@H](NC(=O)[C@H](CCCCNC(=O)OC(C)(C)C)NC(=O)[C@H](CCCCNC(=O)OC(C)(C)C)NC(=O)[C@@H](NC(=O)[C@H](COC(C)(C)C)NC(=O)[C@H](COC(C)(C)C)NC(=O)[C@H](COC(C)(C)C)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)OC(C)(C)C)[C@@H](C)O[C@H]1O[C@H](CO[Si](C)(C)C(C)(C)c2ccc(NC(=O)CCC(=O)NCC(=O)O)cc2)[C@@H]2OC(C)(C)O[C@@H]2[C@H]1NC(C)=O)[C@@H](C)OC(C)(C)C)[C@@H](C)O>>CC(=O)N[C@H]1[C@@H](O[C@H](C)[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@H](C)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O)O[C@H](CO)[C@H](O)[C@@H]1O,14221-01-3,,,THF / MeCN,TFA,,,0.0
Ar-CO2H|Ar-NH2|R2CH-OR|RCH2-OR -> Ar-CONHR|Ar-NHR|RCH2-OH || Ar-Ar|Ar-NR2|Ar-OR|Ar-R|Pyridine|R3C-F|RCH2-OR,False,"Ar-R,Ar-CO2H,R3C-F,Pyridine","Ar-Ar,Ar-R,Ar-NH2,Ar-NR2,Ar-OR,R2CH-OR,RCH2-OR,Pyridine","Ar-Ar,Ar-R,Ar-NH2,Ar-NR2,Ar-OR,R2CH-OR,RCH2-OR,Pyridine|Ar-R,Ar-CO2H,R3C-F,Pyridine",94.0,O=C(O)c1ccnc(C(F)(F)F)c1.Cc1ccc(N)cc1-c1cc(OCCOC2CCCCO2)nc(N2CCOCC2)c1>>Cc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1-c1cc(OCCO)nc(N2CCOCC2)c1,,,DIPEA / NaHCO3,DMF / water,HOAt,EDCI·HCl,,0.0
Any-H|Ar-CO2H|Ar-R|R-AromN|R2CH-OR|R3C-OR|RCH2-NHR|RCH2-OR -> Ar-CONR2|AromN-H|Imidazole|R2CH-OH|RCH2-NR2|RCH2-OH || Ar-R,False,RCH2-NHR,Any-H,Any-H|RCH2-NHR,7.0,CNC.Cl.CC1(C)O[C@H]([C@H]2COC(C)(C)O2)[C@@H](c2cn(Cc3ccccc3)c(C(=O)O)n2)O1>>CN(C)C(=O)c1ncc([C@@H](O)[C@H](O)[C@H](O)CO)[nH]1,12135-22-7,,Et3N,EDC / EtOH / Me2CO / water,,HATU,,-1.1354842112585866
Ar-R|R2CH-CO2H|R2CH-OR|RCH2-Ester|RCH2-OR -> R-CONHR|R2CH-OH|RCH2-CO2H|RCH2-OH || Any-NH2|R-CONH2|R-CONHR|R-H-acidic|R2CH-NH2|R2CH-NHR|R2CH-OR|RCH2-OR,False,"R-H-acidic,Ar-R,R2CH-NH2,R2CH-NHR,Any-NH2,RCH2-Ester,R-CONH2,R-CONHR","R-H-acidic,Ar-R,R2CH-NHR,R2CH-OR,RCH2-OR,R2CH-CO2H","R-H-acidic,Ar-R,R2CH-NH2,R2CH-NHR,Any-NH2,RCH2-Ester,R-CONH2,R-CONHR|R-H-acidic,Ar-R,R2CH-NHR,R2CH-OR,RCH2-OR,R2CH-CO2H",81.0,C[C@H](N)C(=O)N[C@H](CCC(=O)OCc1ccccc1)C(N)=O.CO[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](O[C@H](C)C(=O)O)[C@H]1NC(=O)OC(C)(C)C>>CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)O)C(N)=O)[C@H]1N,12135-22-7,,Et3N,DMF / DCM / THF,TFA,,,-0.7071067811865476
Bn-NH2|R2CH-CO2H|R2CH-NHR|R2CH-OR|R3C-OR -> Bn-NHR|R-CONHR|R2CH-NH2|R2CH-OH || Any-SR|Ar-AromN|Ar-F|Ar-NH2|Pyrimidine|R-AromN|R-H-acidic|R2CH-OR,False,"Ar-F,Ar-AromN,Bn-NH2","R-H-acidic,Ar-NH2,R2CH-NHR,R-AromN,R2CH-OR,R3C-OR,Any-SR,R2CH-CO2H,Pyrimidine","Ar-F,Ar-AromN,Bn-NH2|R-H-acidic,Ar-NH2,R2CH-NHR,R-AromN,R2CH-OR,R3C-OR,Any-SR,R2CH-CO2H,Pyrimidine",4.0,NCc1cnn(-c2ccc(F)cc2)c1.CC(C)(C)OC(=O)N[C@@H](CCSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@@H]2OC(C)(C)O[C@@H]21)C(=O)O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)NCc2cnn(-c3ccc(F)cc3)c2)[C@@H](O)[C@H]1O,,,DIPEA,DMF / water,TFA,HATU,,0.0
Ar-CO2H|Bn-NH2|R2CH-OR|RCH2-OR -> Ar-CONHR|Bn-NHR|R-H-acidic|RCH2-CHO || Ar-Ester|Ar-F|Ar-OR|Pyridine|R-AromN,False,"Ar-OR,Ar-CO2H,Ar-Ester,R-AromN,R2CH-OR,RCH2-OR,Pyridine","Ar-F,Bn-NH2","Ar-F,Bn-NH2|Ar-OR,Ar-CO2H,Ar-Ester,R-AromN,R2CH-OR,RCH2-OR,Pyridine",90.0,COC(=O)c1c(OC)c(=O)c(C(=O)O)cn1CC(OC)OC.NCc1ccc(F)cc1F>>COC(=O)c1c(OC)c(=O)c(C(=O)NCc2ccc(F)cc2F)cn1CC=O,,,,THF,,CDI,,0.0
Ar-NH2|Ar-R|R2CH-OR|RCH2-CO2H|RCH2-OR -> Ar-CHO|Ar-NHR|R-CONHR || Ar-Ar|Ar-R|Oxazole|R-H-acidic,False,"R-H-acidic,Ar-Ar,Ar-R,RCH2-CO2H,Oxazole","Ar-R,Ar-NH2,R2CH-OR,RCH2-OR","Ar-R,Ar-NH2,R2CH-OR,RCH2-OR|R-H-acidic,Ar-Ar,Ar-R,RCH2-CO2H,Oxazole",85.0,O=C(O)CCc1cnc(-c2ccccc2)o1.Nc1ccccc1C1OCCO1>>O=Cc1ccccc1NC(=O)CCc1cnc(-c2ccccc2)o1,p-TsOH,,DIPEA,DMF / Me2CO,HOAt,HATU,,0.7071067811865476
Any-Carbamate|Any-Ester|Any-NHR|Ar-Ar|Ar-R|R-AromN|R-H-acidic|R2CH-CO2H|R3C-Ester|RCH2-Ester -> Any-NH2|AromN-H|Imidazole|R-CONH2|R-CONHR|R-CONR2|R2CH-NH2|R2CH-NHR|R2CH-OH|R3C-CO2H|RCH2-CO2H|RCH2-NHR|RCH2-OH || Ar-R|R-CONHR|R-H-acidic|R2CH-CO2H|R2CH-NHR|R2CH-NR2|R2CH-OH|R2CH-OR|R3C-OR|RCH2-CO2H|RCH2-NHR|RCH2-NR2|RCH2-OR,False,"R-H-acidic,Ar-Ar,Ar-R,R2CH-NHR,R2CH-CO2H","R-H-acidic,Ar-Ar,Ar-R,R2CH-NR2,RCH2-NR2,R2CH-CO2H,Any-Ester","R-H-acidic,Ar-Ar,Ar-R,R2CH-NHR,R2CH-CO2H|R-H-acidic,Ar-Ar,Ar-R,R2CH-NR2,RCH2-NR2,R2CH-CO2H,Any-Ester",23.0,CC(C)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O.O=C(O)[C@@H]1CCCN1C(=O)OCC1c2ccccc2-c2ccccc21.O=C(O)CNC(=O)OCC1c2ccccc2-c2ccccc21.CC(C)(C)OC(=O)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O.CC[C@H](C)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O.C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O.O=C(N[C@@H](Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1)C(=O)O)OCC1c2ccccc2-c2ccccc21.CC(=O)N[C@H]1[C@@H](OC[C@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)O)O[C@H](CO[C@]2(C(=O)OCc3ccccc3)C[C@H](OC(C)=O)[C@@H](NC(C)=O)[C@H]([C@H](OC(C)=O)[C@@H](COC(C)=O)OC(C)=O)O2)[C@H](O)[C@@H]1O[C@@H]1O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O.CC(C)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O.CC(C)(C)OC(=O)NC(=O)CC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O>>CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CO[C@H]1O[C@H](CO[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]1NC(C)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)C(C)C)C(C)C,Palladium,,DIPEA / NaOMe,DMF / NMP / MeOH,HOBt / HOAt / TFA / water / HOAc,HBTU / HATU,,0.49253610702046957
Ar-NH2|Ar-R|R2CH-OR|RCH2-CO2H|RCH2-OR -> Ar-CHO|Ar-NHR|R-CONHR || Ar-Ar|Ar-R|Oxazole|R-H-acidic,False,"R-H-acidic,Ar-Ar,Ar-R,RCH2-CO2H,Oxazole","Ar-R,Ar-NH2,R2CH-OR,RCH2-OR","Ar-R,Ar-NH2,R2CH-OR,RCH2-OR|R-H-acidic,Ar-Ar,Ar-R,RCH2-CO2H,Oxazole",74.0,O=C(O)CCc1ncc(-c2ccccc2)o1.Nc1ccccc1C1OCCO1>>O=Cc1ccccc1NC(=O)CCc1ncc(-c2ccccc2)o1,p-TsOH,,DIPEA,DMF / Me2CO,HOAt,HATU,,-0.7071067811865476
R2CH-CO2H|R2CH-OH|RCH2-NH2 -> Any-OR|R-CONHR|RCH2-NHR || R-H-acidic|R-Si,False,"R-H-acidic,RCH2-NH2,R2CH-OH,R2CH-CO2H",R-Si,"R-H-acidic,RCH2-NH2,R2CH-OH,R2CH-CO2H|R-Si",76.0,NCC[C@H](O)C(=O)O.CC(C)[Si](Cl)(C(C)C)C(C)C>>CC(C)[Si](O[C@H]1CCNC1=O)(C(C)C)C(C)C,,,,o-Xyl / EtOH / water / DCM,TMSCI / Im / MeOH,,,-0.5773502691896258
Ar-NH2|Ar-OH|RCH2-Br|RCH2-CO2H -> Ar-NHR|Ar-OR|R-CONHR || Any-AromN|Any-OH|Any-OR|Ar-Ar|Ar-R|R-H-acidic,False,"R-H-acidic,RCH2-CO2H,RCH2-Br","Ar-R,Ar-NH2,Any-OH,Any-OR","Ar-R,Ar-NH2,Any-OH,Any-OR|R-H-acidic,RCH2-CO2H,RCH2-Br",74.0,O=C(O)CCCCCBr.Nc1ccc2c(c1)B(O)OC2.O=c1ccc2[n+]([O-])c3ccc(O)cc3oc-2c1>>O=C(CCCCCOc1ccc2c(c1)oc1cc(=O)ccc-1[n+]2[O-])Nc1ccc2c(c1)B(O)OC2,,,K2CO3,DCM / DMF,HOBt,EDCI·HCl,,0.0
Ar-CO2H|Ar-OH|R2CH-CO2H|R2CH-NH2|RCH2-OH -> Any-OR|Ar-CONHR|R2CH-Ester|R2CH-NHR || Ar-R|Pyridine|R-H-acidic|R-Si,False,"R-H-acidic,Ar-R,Ar-OH,R2CH-NH2,R2CH-CO2H",RCH2-OH,"R-H-acidic,Ar-R,Ar-OH,R2CH-NH2,R2CH-CO2H|RCH2-OH",88.0,N[C@@H](Cc1ccc(O)cc1)C(=O)O.CO.CC(C)(C)[Si](C)(C)Cl.O=C(O)c1ccccn1>>COC(=O)[C@H](Cc1ccc(O[Si](C)(C)C(C)(C)C)cc1)NC(=O)c1ccccn1,,,NaHCO3 / DIPEA,DCM / water,Im / NH4Cl,SOCl2 / TBTU,,0.7071067811865475
R2CH-CO2H|R2CH-OH|RCH2-NH2 -> Any-OR|R-CONHR|RCH2-NHR || R-H-acidic|R-Si,False,"R-H-acidic,RCH2-NH2,R2CH-OH,R2CH-CO2H",R-Si,"R-H-acidic,RCH2-NH2,R2CH-OH,R2CH-CO2H|R-Si",76.0,NCC[C@H](O)C(=O)O.CC(C)[Si](Cl)(C(C)C)C(C)C>>CC(C)[Si](O[C@H]1CCNC1=O)(C(C)C)C(C)C,,,,o-Xyl / DCM,TMSCI / Im,,,-0.5773502691896258
Ar-CO2H|Ar-OH|RCH2-NH2 -> Any-OR|Ar-CONHR|RCH2-NHR || Any-N3|Ar-OR|R-Si|RCH2-NHR,False,"Ar-OH,Ar-OR,Ar-CO2H,Any-N3","RCH2-NH2,RCH2-NHR","Ar-OH,Ar-OR,Ar-CO2H,Any-N3|RCH2-NH2,RCH2-NHR",85.0,[N-]=[N+]=NCCCCCCOc1cc(O)cc(C(=O)O)c1.CC(C)(C)OC(=O)NCCN.CC(C)(C)[Si](C)(C)Cl>>CC(C)(C)OC(=O)NCCNC(=O)c1cc(OCCCCCCN=[N+]=[N-])cc(O[Si](C)(C)C(C)(C)C)c1,,,,THF / DMF,HOBt / Im,DCC,,0.0
R2CH-NH2|RCH2-CO2H|RCH2-OH -> Any-OR|R-CONHR|R2CH-NHR || Ar-Si|R-H-acidic|R2CH-OH|R3C-F,False,"R-H-acidic,RCH2-CO2H,R3C-F","R2CH-NH2,RCH2-OH,R2CH-OH","R-H-acidic,RCH2-CO2H,R3C-F|R2CH-NH2,RCH2-OH,R2CH-OH",73.0,O=C(O)CCCCCCC(F)(F)F.CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)CO.CC(C)(C)[Si](Cl)(c1ccccc1)c1ccccc1>>CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@H](CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)NC(=O)CCCCCCC(F)(F)F,,,DIPEA / Py,DMF,HOBt,EDCI·HCl,,0.0
Alkenyl-CO2H|Any-H|Ar-OH|Bn-Cl|Bn-NH2 -> Any-CONHR|Ar-OR|Ar-R|Bn-NHR || Ar-Alkenyl|Ar-OH|Ar-OR|Ar-R|Pyrimidine,False,"Ar-OH,Ar-OR,Bn-NH2",Any-H,"Any-H|Ar-OH,Ar-OR,Bn-NH2",72.0,COc1cc(CN)ccc1O.Cl.Cc1nc(C)c(CCl)nc1C.COc1cc(/C=C/C(=O)O)ccc1O>>COc1cc(/C=C/C(=O)NCc2ccc(OCc3nc(C)c(C)nc3C)c(OC)c2)ccc1O,HOBt,DIPEA,Et3N / K2CO3,MeOH / DMF / DCM,TFA,,,-2.0702268050435895
Any-H|Ar-OH|Bn-Br|R2CH-CO2H|R2CH-NH2 -> Ar-OR|Ar-R|R-CONHR|R2CH-NHR || Ar-I|Ar-R|R-H-acidic|R2CH-Ester|R2CH-NHR,False,"R-H-acidic,R2CH-NHR,R2CH-CO2H","R-H-acidic,Ar-R,Ar-I,Ar-OH,R2CH-NH2,R2CH-Ester","R-H-acidic,Ar-R,Ar-I,Ar-OH,R2CH-NH2,R2CH-Ester|R-H-acidic,R2CH-NHR,R2CH-CO2H",91.0,C[C@H](NC(=O)OC(C)(C)C)C(=O)O.COC(=O)[C@@H](N)Cc1ccc(O)c(I)c1.Cl.BrCc1ccccc1>>COC(=O)[C@H](Cc1ccc(OCc2ccccc2)c(I)c1)NC(=O)[C@H](C)NC(=O)OC(C)(C)C,,,NMM / K2CO3,DCM / NMP,HOBt,EDCI·HCl,,0.0
Any-NH2|Ar-OH|Ar-SO2NH2|R2CH-CO2H -> Any-NHR|Any-OR|Ar-SO2NHR|R-CONHR || Ar-Cl|Ar-NO2|Ar-R|R-H-acidic|R-Si|R2CH-NHR,False,"R-H-acidic,Ar-R,Ar-OH,R2CH-NHR,R2CH-CO2H",R-Si,"R-H-acidic,Ar-R,Ar-OH,R2CH-NHR,R2CH-CO2H|R-Si",78.0,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O.CC(C)(C)[Si](C)(C)Cl.NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1>>CC(C)(C)OC(=O)N[C@@H](Cc1ccc(O[Si](C)(C)C(C)(C)C)cc1)C(=O)NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,,,NMM / NaH,DMF / THF,Im,i‑BuOCOCl,,0.0
Ar-CO2H|R2CH-NH2|RCH2-OH -> Any-OR|Ar-CONHR|R2CH-NHR || Ar-R|Pyridine|R-Si,False,"Ar-CO2H,Pyridine","Ar-R,R2CH-NH2,RCH2-OH","Ar-CO2H,Pyridine|Ar-R,R2CH-NH2,RCH2-OH",72.0,O=C(O)c1ccccn1.N[C@H](CO)c1ccccc1.CC(C)(C)[Si](C)(C)Cl>>CC(C)(C)[Si](C)(C)OC[C@@H](NC(=O)c1ccccn1)c1ccccc1,,,Py,DMF,Im,HBTU,,0.0
Ar-NH2|Bn-Br|R2CH-CO2H|RCH2-OH -> Ar-NHR|Ar-R|R-CONHR|RCH2-OR || R-H-acidic|R2CH-NHR,False,"R-H-acidic,R2CH-NHR,RCH2-OH,R2CH-CO2H",Bn-Br,"Bn-Br|R-H-acidic,R2CH-NHR,RCH2-OH,R2CH-CO2H",71.0,CC(C)(C)OC(=O)N[C@@H](CO)C(=O)O.BrCc1ccccc1.Nc1ccccc1>>CC(C)(C)OC(=O)N[C@@H](COCc1ccccc1)C(=O)Nc1ccccc1,,,NaH,DMF / water / DCM,HOAt,EDCI·HCl,,0.0
Ar-CO2H|Ar-OH|R2CH-CO2H|R2CH-NH2|RCH2-OH -> Any-OR|Ar-CONHR|R2CH-Ester|R2CH-NHR || Ar-R|Pyridine|R-H-acidic|R-Si,False,"R-H-acidic,Ar-R,Ar-OH,R2CH-NH2,R2CH-CO2H",RCH2-OH,"R-H-acidic,Ar-R,Ar-OH,R2CH-NH2,R2CH-CO2H|RCH2-OH",83.0,N[C@@H](Cc1ccc(O)cc1)C(=O)O.CO.CC(C)(C)[Si](C)(C)Cl.O=C(O)c1ccccn1>>COC(=O)[C@H](Cc1ccc(O[Si](C)(C)C(C)(C)C)cc1)NC(=O)c1ccccn1,,,NaHCO3 / DIPEA,MeOH / DCM / water,Im / NH4Cl,SOCl2 / HATU,,-0.7071067811865475
Ar-CO2H|R2CH-NH2|RCH2-OH -> Any-OR|Ar-CONHR|R2CH-NHR || Ar-R|Pyridine|R-Si,False,"Ar-CO2H,Pyridine","Ar-R,R2CH-NH2,RCH2-OH","Ar-CO2H,Pyridine|Ar-R,R2CH-NH2,RCH2-OH",72.0,O=C(O)c1ccccn1.N[C@H](CO)c1ccccc1.CC(C)(C)[Si](C)(C)Cl>>CC(C)(C)[Si](C)(C)OC[C@@H](NC(=O)c1ccccn1)c1ccccc1,,,Py,DMF,Im,HBTU,,0.0
Ar-NH2|Ar-OH|RCH2-CO2H -> Any-OR|Ar-NHR|R-CONHR || Ar-OR|Ar-R|R-H-acidic|R-Si,False,"R-H-acidic,Ar-R,Ar-OH,RCH2-CO2H",R-Si,"R-H-acidic,Ar-R,Ar-OH,RCH2-CO2H|R-Si",75.0,O=C(O)Cc1ccc(O)cc1.CC(C)(C)[Si](C)(C)Cl.COc1ccccc1N>>COc1ccccc1NC(=O)Cc1ccc(O[Si](C)(C)C(C)(C)C)cc1,DMF,,Et3N,DMF / DCM,Im / water,,,0.0
R2CH-CO2H|R2CH-OH|RCH2-NH2 -> Any-OR|R-CONHR|RCH2-NHR || R-H-acidic|R-Si,False,R-Si,"R-H-acidic,RCH2-NH2,R2CH-OH,R2CH-CO2H","R-H-acidic,RCH2-NH2,R2CH-OH,R2CH-CO2H|R-Si",100.0,C[Si](C)(C)Cl.NCC[C@H](O)C(=O)O>>C[Si](C)(C)O[C@H]1CCNC1=O,,,,Xylenes / EtOH,,,,1.1547005383792517
R2CH-NH2|R3C-Cl|RCH2-CO2H|RCH2-OH -> R-CONHR|R2CH-NHR|R3C-OR|RCH2-OR || Ar-R|R-H-acidic|R2CH-OH,False,"R-H-acidic,RCH2-CO2H","R2CH-NH2,RCH2-OH,R2CH-OH","R-H-acidic,RCH2-CO2H|R2CH-NH2,RCH2-OH,R2CH-OH",83.0,CCCCCCCCCCCCCC(=O)O.CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)CO.ClC(c1ccccc1)(c1ccccc1)c1ccccc1>>CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@H](COC(c1ccccc1)(c1ccccc1)c1ccccc1)NC(=O)CCCCCCCCCCCCC,DMAP,,Et3N,DCM / THF / Py,HOSu,,,1.3048288274239705
Ar-R|R-H-acidic|R2CH-CO2H|R2CH-NHR|RCH2-Br|RCH2-Ester|RCH2-OH -> Any-Lactam|R-CONR2|R2CH-OR|RCH2-OR || Ar-R|R-CONHR|R-H-acidic|R2CH-NHR,False,"R-H-acidic,Ar-R,R2CH-NHR,RCH2-Ester,R-CONHR","R-H-acidic,Ar-R,R2CH-NHR,R2CH-CO2H","R-H-acidic,Ar-R,R2CH-NHR,R2CH-CO2H|R-H-acidic,Ar-R,R2CH-NHR,RCH2-Ester,R-CONHR",2.0,CC(=O)O[C@@H]1NC(=O)[C@H]1NC(=O)OCc1ccccc1.C[C@H](NC(=O)OCc1ccccc1)C(=O)O.OCCBr>>C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H]1C(=O)N2CCO[C@H]12,Palladium,Zn(OAc)₂,K2CO3,EtOAc / THF / PhH / PhMe / DMSO,HOBt,DCC,,0.5773502691896256
Ar-R|R-H-acidic|R2CH-CO2H|R2CH-NHR|RCH2-Br|RCH2-Ester|RCH2-OH -> Any-Lactam|R-CONR2|R2CH-OR|RCH2-OR || Ar-R|R-CONHR|R-H-acidic|R2CH-NHR,False,"R-H-acidic,Ar-R,R2CH-NHR,RCH2-Ester,R-CONHR","R-H-acidic,Ar-R,R2CH-NHR,R2CH-CO2H","R-H-acidic,Ar-R,R2CH-NHR,R2CH-CO2H|R-H-acidic,Ar-R,R2CH-NHR,RCH2-Ester,R-CONHR",2.0,CC(=O)O[C@@H]1NC(=O)[C@H]1NC(=O)OCc1ccccc1.CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)O.OCCBr>>CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H]1C(=O)N2CCO[C@H]12,Palladium,Zn(OAc)₂,K2CO3,EtOAc / THF / PhH / PhMe / DMSO,HOBt,DCC,,0.5773502691896256
Ar-R|R-H-acidic|R2CH-CO2H|R2CH-NHR|RCH2-Br|RCH2-Ester|RCH2-OH -> Any-Lactam|R-CONR2|R2CH-OR|RCH2-OR || Ar-R|R-CONHR|R-H-acidic|R2CH-NHR,False,"R-H-acidic,Ar-R,R2CH-NHR,RCH2-Ester,R-CONHR","R-H-acidic,Ar-R,R2CH-NHR,R2CH-CO2H","R-H-acidic,Ar-R,R2CH-NHR,R2CH-CO2H|R-H-acidic,Ar-R,R2CH-NHR,RCH2-Ester,R-CONHR",1.0,CC(=O)O[C@@H]1NC(=O)[C@H]1NC(=O)OCc1ccccc1.O=C(N[C@H](C(=O)O)c1ccccc1)OCc1ccccc1.OCCBr>>O=C(N[C@H](C(=O)N[C@@H]1C(=O)N2CCO[C@H]12)c1ccccc1)OCc1ccccc1,Palladium,Zn(OAc)₂,K2CO3,EtOAc / THF / PhH / PhMe / DMSO,HOBt,DCC,,-1.1547005383792517
Any-Ester|Any-SO2R|R2CH-CO2H|R2CH-NH2|R2CH-OH|R3C-F -> Any-OR|R-CONHR|R2CH-NHR || Ar-R|R-H-acidic|R-Si|R2CH-Ester,False,Any-Ester,"R-H-acidic,R2CH-NH2,R2CH-OH,R2CH-CO2H","Any-Ester|R-H-acidic,R2CH-NH2,R2CH-OH,R2CH-CO2H",97.0,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.C[C@@H](O)[C@@H](N)C(=O)O.C[C@@H](N)C(=O)OCc1ccccc1.CC(C)[Si](OS(=O)(=O)C(F)(F)F)(C(C)C)C(C)C>>CC(C)[Si](O[C@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)N[C@H](C)C(=O)OCc1ccccc1)(C(C)C)C(C)C,,,NaHCO3 / Lutidine,THF / water / DCM,HOBt,EDCI·HCl,,1.2316615977053664
Ar-CO2H|Ar-Ester|Ar-OH|RCH2-NH2 -> Any-CO-R|Any-N3|Ar-Ar|Ar-CONHR|Ar-NR2|RCH2-NHR|RCH2-OR || Any-N3|Ar-NR2|RCH2-OR,False,"Ar-NR2,Ar-OH","Ar-CO2H,Ar-Ester","Ar-CO2H,Ar-Ester|Ar-NR2,Ar-OH",2.0,CN(C)c1cccc(O)c1.O=C(O)c1ccc2c(c1)C(=O)OC2=O.[N-]=[N+]=NCCOCCOCCOCCN>>CN(C)c1ccc2c(-c3ccc(C(=O)NCCOCCOCCOCCN=[N+]=[N-])cc3C(=O)[O-])c3ccc(N(C)C)cc3[o+]c2c1.CN(C)c1ccc2c(-c3cc(C(=O)NCCOCCOCCOCCN=[N+]=[N-])ccc3C(=O)[O-])c3ccc(N(C)C)cc3[o+]c2c1,H2SO4,,DIPEA,HOAc / DMSO,,BOP,,0.0
