Compound,CAS,smiles,source
Phenoxyacetic acid,122-59-8,C1=CC=C(C=C1)OCC(=O)O,registry
Phensuximide (N-methyl-2-phenylsuccinimide),86-34-0,CN1C(=O)CC(C1=O)C2=CC=CC=C2,registry_or_pubchem_previous
Acetanilide,103-81-1,NC(=O)Cc1ccccc1,registry
Phenylacetic acid,103-82-2,C1=CC=C(C=C1)CC(=O)O,registry
4'-Phenylacetophenone (4-acetylbiphenyl),92-91-1,CC(=O)c1ccc(-c2ccccc2)cc1,registry
4-Phenylanisole (4-methoxybiphenyl),361-37-6,,unresolved
4-Phenylazo-1-naphthylamine,131-22-6,C1=CC=C(C=C1)N=NC2=CC=C(C3=CC=CC=C32)N,registry_or_pubchem_previous
4-Phenylazobenzoyl chloride,104-24-5,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)C(=O)Cl,registry_or_pubchem_previous
9-Phenylanthracene,602-55-1,C1=CC=C(C=C1)C2=C3C=CC=CC3=CC4=CC=CC=C42,registry_or_pubchem_previous
Phenyl 4-aminosalicylate (Phenamisal),133-11-9,C1=CC=C(C=C1)OC(=O)C2=C(C=C(C=C2)N)O,registry_or_pubchem_previous
Phenylacetone (1-phenylpropan-2-one),"103-79-9, 136675-26-8",CC(=O)CC1=CC=CC=C1,pubchem_cas
Phenylacetylene,536-74-3,C#Cc1ccccc1,registry
1-Phenylbiguanide,102-02-3,C1=CC=C(C=C1)N=C(N)N=C(N)N,registry_or_pubchem_previous
2-Phenyl benzoate,93-99-2,O=C(Oc1ccccc1)c1ccccc1,registry
2-Phenylbutyramide,90-26-6,CCC(C(N)=O)c1ccccc1,registry
4-Phenylazophenol (4-hydroxyazobenzene),1689-82-3,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)O,registry
Phenyl benzenethiosulfonate (diphenyldisulfoxide),1212-08-4,C1=CC=C(C=C1)SS(=O)(=O)C2=CC=CC=C2,registry_or_pubchem_previous
"Phenyl-1,4-benzoquinone",363-03-1,C1=CC=C(C=C1)C2=CC(=O)C=CC2=O,registry_or_pubchem_previous
4-Phenylbutyric acid,1821-12-1,O=C(O)CCCc1ccccc1,registry
Phenyl cinnamate,2757-04-2,C1=CC=C(C=C1)/C=C/C(=O)OC2=CC=CC=C2,registry_or_pubchem_previous
m-Phenylenediamine,108-45-2,Nc1cccc(N)c1,registry
o-Phenylenediamine,95-54-5,Nc1ccccc1N,registry
o-Phenylenediamine dihydrochloride,615-28-1,Nc1ccccc1N,registry
p-Phenylenediamine,106-50-3,Nc1ccc(N)cc1,registry
(��)-p-��-Phenylethylphenol,1988-89-2,CC(C1=CC=CC=C1)C2=CC=C(C=C2)O,registry_or_pubchem_previous
5-(��-Phenylethyl)semioxamazide,93-95-8,CC(C1=CC=CC=C1)NC(=O)C(=O)NN,registry_or_pubchem_previous
Phenyl ether (diphenyl ether),101-84-8,c1ccc(Oc2ccccc2)cc1,registry
Phenylhydrazine,100-63-0,NNc1ccccc1,registry
Phenylhydrazine hydrochloride,59-88-1,C1=CC=C(C=C1)NN,registry
"2-Phenyl-1,3-indandione",83-12-5,C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,registry_or_pubchem_previous
2-Phenylnaphthalene,612-94-2,c1ccc(-c2ccc3ccccc3c2)cc1,registry
4-Phenylphenacyl bromide,135-73-9,O=C(CBr)c1ccc(-c2ccccc2)cc1,registry
N-Phenyl-1-naphthylamine,90-30-2,c1ccc(Nc2cccc3ccccc23)cc1,registry
N-Phenyl-2-naphthylamine,135-88-6,c1ccc(Nc2ccc3ccccc3c2)cc1,registry
Phenylhydroxylamine (N-hydroxyaniline),100-65-2,C1=CC=C(C=C1)NO,registry_or_pubchem_previous
Phenylpropiolic acid,637-44-5,O=C(O)C#Cc1ccccc1,registry
RS-2-Phenylpropionic acid,492-37-5,CC(C(=O)O)c1ccccc1,registry
1-Phenylsemicarbazide,103-03-7,NC(=O)NNc1ccccc1,registry
3-Phenylpropionic acid (hydrocinnamic acid),501-52-0,O=C(O)CCc1ccccc1,registry
3-Phenylsalicylic acid,304-06-3,O=C(O)c1cccc(-c2ccccc2)c1O,registry
4-Phenylsemicarbazide,537-47-3,NNC(=O)Nc1ccccc1,registry
Phenyl salicylate (Salol),118-55-8,O=C(Oc1ccccc1)c1ccccc1O,registry
Phenylpyruvic acid,156-06-9,O=C(O)C(=O)Cc1ccccc1,registry
Phenyltoloxamine [2-(2-dimethylaminoethoxy)-diphenylmethane] hydrochloride,6152-43-8,CN(C)CCOC1=CC=CC=C1CC2=CC=CC=C2.Cl,registry_or_pubchem_previous
The racemate,635-51-8,O=C(O)CC(C(=O)O)c1ccccc1,registry
Phenylurea,64-10-8,C1=CC=C(C=C1)NC(=O)N,registry
"Phloretin [2',4',6'-trihydroxy-3-(p-hydroxyphenyl)propiophenone]",60-82-2,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,registry
"Phloroacetophenone (2H2O) (2',4',6'-trihydroxyacetophenone)",480-66-0,CC(=O)C1=C(C=C(C=C1O)O)O,registry
Phthalic anhydride,85-44-9,O=C1OC(=O)c2ccccc21,registry
Phthalide,87-41-2,O=C1OCc2ccccc21,registry
Phthalimide,85-41-6,O=C1NC(=O)c2ccccc21,registry
"Phthalonitrile (1,2-dicyanobenzene)",91-15-6,N#Cc1ccccc1C#N,registry
Phthalylsulfacetamide,131-69-1,CC(=O)NS(=O)(=O)c1ccc(NC(=O)c2ccccc2C(=O)O)cc1,registry
"Phthiocol (2-hydroxy-3-methylnaphtha-1,4-quinone)",483-55-6,CC1C(=O)C(=O)c2ccccc2C1=O,registry
o-Phthalic acid,88-99-3,O=C(O)c1ccccc1C(=O)O,registry
"Physodic acid [4,4',6'-trihydroxy-6-(2-oxoheptyl)-2'-pentyl-2,3'-oxydibenzoic acid 1,5-lactone]",84-24-2,CCCCCC(=O)Cc1cc(O)cc2c1C(=O)Oc1cc(O)c(C(=O)O)c(CCCCC)c1O2,registry
"Picene (dibenzo[a,i]phenanthrene, 3,4-benzchrysene)","213-14-3, 213-46-7",C1=CC=C2C(=C1)C=CC3=C2C=CC4=C3C=CC5=CC=CC=C54,pubchem_cas
Picric acid,88-89-1,C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],registry_or_pubchem_previous
"Picryl chloride (2-chloro-1,3,7-trinitrobenzene)",88-88-0,C1=C(C=C(C(=C1[N+](=O)[O-])Cl)[N+](=O)[O-])[N+](=O)[O-],registry_or_pubchem_previous
"Picryl iodide (2-iodo-1,3,7-trinitrobenzene)",4436-27-5,C1=C(C=C(C(=C1[N+](=O)[O-])I)[N+](=O)[O-])[N+](=O)[O-],registry_or_pubchem_previous
"Piperic acid [trans,trans-5-(3,4-methylenedioxyphenyl)-2,4-pentadieneoic acid]","136-72-1, 5285-18-7",O=C(O)C=CC=Cc1ccc2c(c1)OCO2,registry
Piperonal,120-57-0,O=Cc1ccc2c(c1)OCO2,registry
Piperonylic acid,94-53-1,O=C(O)c1ccc2c(c1)OCO2,registry
Procaine [4-(2-diethylaminomethoxycarbonyl)aniline],59-46-1,CCN(CC)CCOC(=O)c1ccc(N)cc1,registry
n-Propyl gallate,121-79-9,CCCOC(=O)c1cc(O)c(O)c(O)c1,registry
1-Pyrenebutyric acid,3443-45-6,O=C(O)CCCc1ccc2ccc3cccc4ccc1c2c34,registry
1-Pyrenecarboxylic acid,19694-02-1,O=C(O)c1ccc2ccc3cccc4ccc1c2c34,registry
"1S,2S-Pseudoephedrine (1-hydroxy-1-phenyl-2-methylaminopropane)",90-82-4,CNC(C)C(O)c1ccccc1,registry
"1S,2S-Pseudoephedrine hydrochloride",345-78-8,CNC(C)C(O)c1ccccc1,registry
"Protocatechualdehyde (3,4-dihydroxybenzaldehyde)",139-85-5,O=Cc1ccc(O)c(O)c1,registry
"Purpurin (1,2,4-trihydroxy-5,10-anthraquinone)",81-54-9,O=C1CC(=O)c2c(c(O)c3ccccc3c2O)C1=O,registry
Pyrene (benzo[def]phenanthrene),129-00-0,c1cc2ccc3cccc4ccc(c1)c2c34,registry
Pyrene-1-aldehyde,3029-19-4,O=Cc1ccc2ccc3cccc4ccc1c2c34,registry
"Quinalizarin (1,2,5,8-tetrahydroxy-9,10-anthraquinone)",81-61-8,O=C1C=CC(=O)c2c1c(O)c1ccc(O)c(O)c1c2O,registry
Quinhydrone (1:1 complex of hydroquinone and benzoquinone),106-34-3,O=C1C=CC(=O)C=C1.Oc1ccc(O)cc1,registry
p-Quaterphenyl,135-70-6,c1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1,registry
"Quinizarin (1,4-dihydroxy-9,10-anthraquinone, Solvent orange 86)",81-64-1,O=C1C=CC(=O)c2c1c(O)c1ccccc1c2O,registry
Resorcinol,108-46-3,Oc1cccc(O)c1,registry
Retene (1-methyl-7-isopropylphenanthrene),483-65-8,CC1=C2C=CC3=C(C2=CC=C1)C=CC(=C3)C(C)C,registry_or_pubchem_previous
"Rosaniline HCl (Magenta I, Fuschin)",632-99-5,CC1=CC(=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N)C=CC1=N.Cl,registry
p-Quinquephenyl (p-pentaphenyl),"3073-05-0, 61537-20-0",c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc4)cc3)cc2)cc1,registry
"p-Rosolic acid (4-[bis-{4-hydroxyphenyl}methylene]-2,5-cyclohexadien-one, 4',4""-di-hydroxy-fuschson, aurin, corallin)",603-45-2,O=C1C=CC(=C(c2ccc(O)cc2)c2ccc(O)cc2)C=C1,registry
Salicylamide,65-45-2,NC(=O)c1ccccc1O,registry
Salicylhydroxamic acid,89-73-6,ON=C(O)c1ccccc1O,registry
Salicylic acid (2-hydroxybenzoic acid),69-72-7,O=C(O)c1ccccc1O,registry
"Styphnic acid (2,4,6-trinitroresorcinol)",82-71-3,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1O,registry
The anilide,87-17-2,O=C(Nc1ccccc1)c1ccccc1O,registry
"trans-Stilbene (E-1,2-diphenylethylene)",103-30-0,C(=Cc1ccccc1)c1ccccc1,registry
"(��)-Styrene glycol (��-1-phenyl-1,2-ethanediol)",93-56-1,OCC(O)c1ccccc1,registry
"Sudan II [Solvent Orange 7, 1-(2,4-xylylazo)-2-naphthol)]",3118-97-6,Cc1ccc(N=Nc2c(O)ccc3ccccc23)c(C)c1,registry
"Sudan III [Solvent Red 23, 1-(p-phenylazo-phenylazo)-2-naphthol]",85-86-9,Oc1ccc2ccccc2c1N=Nc1ccc(N=Nc2ccccc2)cc1,registry
"Sudan IV [Solvent Red 24, 1-(4-o-tolylazo-o-tolylazo)-2-naphthol]",85-83-6,Cc1ccccc1N=Nc1ccc(N=Nc2c(O)ccc3ccccc23)c(C)c1,registry
"Syringaldehyde (3,5-dimethoxy-4-hydroxybenzaldehyde)",134-96-3,COc1cc(C=O)cc(OC)c1O,registry
"Syringic acid (3,5-dimethoxy-4-hydroxybenzoic acid)",530-57-4,COc1cc(C(=O)O)cc(OC)c1O,registry
Terephthalaldehyde,623-27-8,O=Cc1ccc(C=O)cc1,registry
"Terephthalic acid (benzene-1,4-dicarboxylic acid)",100-21-0,O=C(O)c1ccc(C(=O)O)cc1,registry
"Terephthaloyl chloride (benzene-1,4-dicarbonyl chloride)",100-20-9,O=C(Cl)c1ccc(C(=O)Cl)cc1,registry
"1,2,3,4-Tetrachlorobenzene",634-66-2,C1=CC(=C(C(=C1Cl)Cl)Cl)Cl,registry_or_pubchem_previous
"1,2,3,5-Tetrachlorobenzene",634-90-2,C1=C(C=C(C(=C1Cl)Cl)Cl)Cl,registry_or_pubchem_previous
"1,2,4,5-Tetrachlorobenzene",95-94-3,Clc1cc(Cl)c(Cl)cc1Cl,registry
"2,3,4,5-Tetrachloroaniline",634-83-3,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)N,registry_or_pubchem_previous
"2,3,4,5-Tetrachlorophenol",4901-51-3,Oc1cc(Cl)c(Cl)c(Cl)c1Cl,registry
"2,3,4,6-Tetrachloronitrobenzene (1,2,3,5-tetrachloro-4-nitrobenzene)","879-39-0, 3714-62-3",O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1Cl,registry
"2,3,4,6-Tetrachlorophenol",58-90-2,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,registry
"2,3,5,6-Tetrachloroaniline",3481-20-7,C1=C(C(=C(C(=C1Cl)Cl)N)Cl)Cl,registry_or_pubchem_previous
"2,3,5,6-Tetrachloronitrobenzene (1,2,4,5-tetrachloro-3-nitrobenzene)","117-18-0, 28804-67-3",O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl,registry
"2,3,5,6-Tetrachlorophenol",935-95-5,Oc1c(Cl)c(Cl)cc(Cl)c1Cl,registry
"3',3"",5',5""-Tetrabromophenolphthalein ethyl ester",1176-74-5,CCOC(=O)C1=CC=CC=C1C(=C2C=C(C(=O)C(=C2)Br)Br)C3=CC(=C(C(=C3)Br)O)Br,registry_or_pubchem_previous
"3,4,5,6-Tetrachloro-1,2-benzoquinone (o-chloranil)",2435-53-2,O=C1C(=O)C(Cl)=C(Cl)C(Cl)=C1Cl,registry
"3,4,5,6-Tetrachloro-N-methylphthalimide",14737-80-5,CN1C(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2C1=O,registry
"o-Terphenyl (1,2-diphenylbenzene)",84-15-1,c1ccc(-c2ccccc2-c2ccccc2)cc1,registry
"p-Terphenyl (1,4-diphenylbenzene)",92-94-4,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=CC=C3,registry
"7,7,8,8-Tetracyanoquinodimethane (TCNQ)",1518-16-7,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1,registry
"C10H2N4, M 178.1, m 270-272o, 275-280o (280o). The tetranitrile can be prepared by dehydration of 1,2,4,5-benzenetetracarboxamide (pyromellitimide)",6183-35-5,,unresolved
Tetrachlorophthalic acid,632-58-6,O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)O,registry
Tetrachlorophthalic anhydride,117-08-8,O=C1OC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,registry
"Tetralin (1,2,3,4-tetrahydronaphthalene)",119-64-2,c1ccc2c(c1)CCCC2,registry
Tetrtachlorophthalimide,1571-13-7,C12=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)NC2=O,registry_or_pubchem_previous
"1,2,4,5-tetramethylbenzene (durene)",95-93-2,Cc1cc(C)c(C)cc1C,registry
Tetralin hydroperoxide,771-29-9,OOC1CCCc2ccccc21,registry
"N,N,N',N'-Tetramethyl-1,4-phenylenediamine (TMPD, Wurster��s blue)",100-22-1,CN(C)C1=CC=C(C=C1)N(C)C,registry
"N,N,N',N'-Tetramethyl-1,4-phenylenediamine dihydrochloride (Wurster��s Reagent; see preceding entry)",637-01-4,CN(C)c1ccc(N(C)C)cc1,registry
"N,N,N',N'-Tetramethyl-1,8-naphthalenediamine [Proton sponge, 1,8-bis-(dimethylamino)-naphthalene",20734-58-1,CN(C)c1cccc2cccc(N(C)C)c12,registry
"N,N,N',N'-Tetramethylbenzidine",366-29-0,CN(C)C1=CC=C(C=C1)C2=CC=C(C=C2)N(C)C,registry_or_pubchem_previous
Tetra(4-nitrophenyl)ethylene,47797-98-8,C1=CC(=CC=C1C(=C(C2=CC=C(C=C2)[N+](=O)[O-])C3=CC=C(C=C3)[N+](=O)[O-])C4=CC=C(C=C4)[N+](=O)[O-])[N+](=O)[O-],registry_or_pubchem_previous
"p,p'-Tetramethyldiaminodiphenylmethane [bis(p-dimethylaminophenyl)methane, Michler's base, (p,p'- methylene-bis-(N,N-dimethylaniline)]","101-61-1, 30135-64-9",CN(C)c1ccc(Cc2ccc(N(C)C)cc2)cc1,registry
"1,2,3,4-Tetraphenylnaphthalene",751-38-2,C1=CC=C(C=C1)C2=C(C(=C(C3=CC=CC=C32)C4=CC=CC=C4)C5=CC=CC=C5)C6=CC=CC=C6,registry_or_pubchem_previous
"5,6,11,12-Tetraphenylnaphthacene (Rubrene)",517-51-1,C1=CC=C(C=C1)C2=C3C=CC=CC3=C(C4=C(C5=CC=CC=C5C(=C24)C6=CC=CC=C6)C7=CC=CC=C7)C8=CC=CC=C8,registry
Tetraphenylethylene,632-51-9,c1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccccc2)cc1,registry
Tetraphenylhydrazine,632-52-0,c1ccc(N(c2ccccc2)N(c2ccccc2)c2ccccc2)cc1,registry
"o-Tolidine (3,3'-dimethylbenzidine)",119-93-7,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N,registry
o-Toluamide,527-85-5,CC1=CC=CC=C1C(=O)N,registry_or_pubchem_previous
"trans-1,1,4,4-Tetraphenyl-2-methylbutadiene",20411-57-8,,unresolved
"Toluene-2,4-diamine (4-methyl-m-phenylenediamine)",95-80-7,Cc1ccc(N)cc1N,registry
"Toluhydroquinone (1,4-dihydroxy-2-methylbenzene)","95-71-6, 96937-50-7",Cc1cc(O)ccc1O,registry
m-Toluic acid,99-04-7,CC1=CC(=CC=C1)C(=O)O,registry
m-Toluidine (3-methylaniline),108-44-1,Cc1cccc(N)c1,registry
o-Toluic acid,118-90-1,Cc1ccccc1C(=O)O,registry
o-Toluidine (2-methylaniline),"95-53-4, 162607-18-3",Cc1ccccc1N,registry
p-Toluic acid,99-94-5,Cc1ccc(cc1)C(=O)O,registry
4-Tolyl-2-benzoic acid (4'-methylbiphenyl-2-carboxylic acid),7148-03-0,Cc1ccc(-c2ccccc2C(=O)O)cc1,registry
p-Toluidine (4-methylaniline),106-49-0,Cc1ccc(N)cc1,registry
p-Toluidine hydrochloride,540-23-8,Cc1ccc(N)cc1,registry
p-Tolunitrile,104-85-8,Cc1ccc(C#N)cc1,registry
p-Tolyl carbinol (4-methylbenzyl alcohol),589-18-4,Cc1ccc(CO)cc1,registry
"1,2,3-Trichlorobenzene",87-61-6,Clc1cccc(Cl)c1Cl,registry
"2,3,4-Trichloroaniline",634-67-3,Nc1ccc(Cl)c(Cl)c1Cl,registry
"2,4,5-Trichloroaniline",636-30-6,Nc1cc(Cl)c(Cl)cc1Cl,registry
"2,4,6-Tri-tert-butylphenol",732-26-3,CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,registry
"2,4,6-Tribromoacetanilide",607-93-2,CC(=O)Nc1c(Br)cc(Br)cc1Br,registry
"2,4,6-Tribromoaniline",147-82-0,Nc1c(Br)cc(Br)cc1Br,registry
"2,4,6-Tribromophenol",118-79-6,Oc1c(Br)cc(Br)cc1Br,registry
"2,4,6-Trichloroaniline",634-93-5,Nc1c(Cl)cc(Cl)cc1Cl,registry
"2��,2��,2��-Trichloroacetanilide",2563-97-5,O=C(Nc1ccccc1)C(Cl)(Cl)Cl,registry
Tribenzylamine,620-40-6,c1ccc(CN(Cc2ccccc2)Cc2ccccc2)cc1,registry
p-Tolyl urea,622-51-5,Cc1ccc(NC(N)=O)cc1,registry
"sym-Tri-tert-butylbenzene (1,3,5-tri-tert-butylbenzene)",1460-02-2,CC(C)(C)c1cc(C(C)(C)C)cc(C(C)(C)C)c1,registry
"sym-Tribromobenzene (1,3,5-tribromobenzene)",626-39-1,Brc1cc(Br)cc(Br)c1,registry
"1,3,5-Trichlorobenzene",108-70-3,Clc1cc(Cl)cc(Cl)c1,registry
"2,3,4-Trihydroxybenzoic acid",610-02-6,C1=CC(=C(C(=C1C(=O)O)O)O)O,registry
"2,3,5-Trichloro-p-cresol (2,3,5-trichloro-4-methylphenol)",608-91-3,,unresolved
"2,4,5-Trichloro-1-nitrobenzene (1,2,4-trichloro-5-nitrobenzene)",89-69-0,C1=C(C(=CC(=C1Cl)Cl)Cl)[N+](=O)[O-],registry_or_pubchem_previous
"2,4,5-Trichlorophenol",95-95-4,Oc1cc(Cl)c(Cl)cc1Cl,registry
"2,4,5-Trichlorophenoxyacetic acid (2,4,5-T)",93-76-5,O=C(O)COc1cc(Cl)c(Cl)cc1Cl,registry
"2,4,6-Trichlorophenol",88-06-2,C1=C(C=C(C(=C1Cl)O)Cl)Cl,registry
"2,4,6-Trihydroxybenzoic acid",83-30-7,O=C(O)c1c(O)cc(O)cc1O,registry
"3,4,5-Trichloro-o-cresol (3,4,5-trichloro-2-methylphenol)",608-92-4,,unresolved
"3,4,5-Trichlorophenol",609-19-8,Oc1cc(Cl)c(Cl)c(Cl)c1,registry
"3,4,6-Trichloro-2-nitrophenol","82-62-2, 4524-78-1",C1=C(C(=C(C(=C1Cl)Cl)[N+](=O)[O-])O)Cl,pubchem_cas
3-Trifluoromethyl-4-nitrophenol (TFN),88-30-2,O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,registry
"2,3,5-Trimethylphenol",697-82-5,Cc1cc(C)c(C)c(O)c1,registry
"2,4,5-Trimethylphenol",496-78-6,Cc1cc(C)c(O)cc1C,registry
"2,4,6-Trimethylbenzoic acid (mesitoic acid)",480-63-7,Cc1cc(C)c(C(=O)O)c(C)c1,registry
"2,4,6-Trimethylphenol",527-60-6,Cc1cc(C)c(O)c(C)c1,registry
"2,4,6-Trinitroanisole",606-35-9,COc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],registry
"3,4,5-Triiodobenzoic acid",2338-20-7,O=C(O)c1cc(I)c(I)c(I)c1,registry
"3,4,5-Triiodobenzyl chloride",52273-54-8,C1=C(C=C(C(=C1I)I)I)CCl,registry_or_pubchem_previous
"3,4,5-Trimethoxyphenol (Antiarol)",642-71-7,COc1cc(O)cc(OC)c1OC,registry
"3,4,5-Trimethylphenol",527-54-8,Cc1cc(O)cc(C)c1C,registry
"Trimellitic (benzene-1,2,4-tricarboxylic) acid",528-44-9,O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1,registry
"Trimethyl-1,4-hydroquinone (2,3,5-trimethylbenzene-1,4-diol)",700-13-0,Cc1cc(O)c(C)c(C)c1O,registry
Trimethylphenylammonium benzenesulfonate,"3426-74-2, 16093-66-6",C[N+](C)(C)c1ccccc1,registry
"1,3,5-Trinitrobenzene",99-35-4,O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,registry
"1,3,5-Triphenylbenzene",612-71-5,c1ccc(-c2cc(-c3ccccc3)cc(-c3ccccc3)c2)cc1,registry
"2,4,6-Trinitro-m-cresol",602-99-3,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c(O)c1[N+](=O)[O-],registry
"2,4,6-Trinitro-m-xylene",632-92-8,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],registry
"2,4,6-Trinitrobenzoic acid",129-66-8,O=C(O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],registry
"2,4,6-Trinitrotoluene (TNT)",118-96-7,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],registry
"2,4,7-Trinitro-9-fluorenone",129-79-3,O=C1c2cc([N+](=O)[O-])ccc2-c2c1cc([N+](=O)[O-])cc2[N+](=O)[O-],registry
Triphenylamine,603-34-9,c1ccc(N(c2ccccc2)c2ccccc2)cc1,registry
"Triphenylene (9,10-benzophenanthrene)",217-59-4,c1ccc2c(c1)c1ccccc1c1ccccc21,registry
"1,2,3-Triphenylguanidine",101-01-9,C1=CC=C(C=C1)NC(=NC2=CC=CC=C2)NC3=CC=CC=C3,registry
"The optical isomers, e.g. R-(+)-1,1,2-triphenyl-1,2-ethanediol, are prepared from their respective chiral methyl mandelates {see [R-(-)-methyl mandelate",20698-91-3,COC(=O)C(O)c1ccccc1,registry
Triphenylmethane,519-73-3,c1ccc(C(c2ccccc2)c2ccccc2)cc1,registry
Triphenylmethanol (triphenylcarbinol),76-84-6,OC(c1ccccc1)(c1ccccc1)c1ccccc1,registry
Triphenylmethyl chloride (trityl chloride),76-83-5,ClC(c1ccccc1)(c1ccccc1)c1ccccc1,registry
). It has been prepared by optical resolution of (��)-tropic acid using the quinine diastereomeric salt for obtaining R(+)-tropic acid,529-64-6,O=C(O)C(CO)c1ccccc1,registry
"Tropolone (2-hydroxycyclohepta-2,4.6-trien-1-one)",533-75-5,O=c1cccccc1O,registry
Tyramine (4-hydroxyphenethylamine),51-67-2,NCCc1ccc(O)cc1,registry
Vanillin (4-hydroxy-3-methoxybenzaldehyde),121-33-5,COc1cc(C=O)ccc1O,registry
"dl-Tropic [(3-hydroxy-2-phenylpropionic) acid, Tropaic acid]","529-64-6, 552-63-6, 28845-94-5",O=C(O)C(CO)c1ccccc1,registry
2-Vinylnaphthalene,827-54-3,C=Cc1ccc2ccccc2c1,registry
9-Vinylanthracene,2444-68-0,C=Cc1c2ccccc2cc2ccccc12,registry
Veratraldehyde (vanillin methyl ether),120-14-9,COc1ccc(C=O)cc1OC,registry
o-Xylene,95-47-6,Cc1ccccc1C,registry
p-Xylene,106-42-3,Cc1ccc(C)cc1,registry
2-Acetamido-5-nitrothiazole (Acinitrazole),140-40-9,CC(=O)Nc1ncc([N+](=O)[O-])s1,registry
"4-Acetamido-2,2,6,6-tetramethylpiperidine-1-oxyl (acetamidoTEMPO)",14691-89-5,CC(=O)NC1CC(N(C(C1)(C)C)[O])(C)C,registry_or_pubchem_previous
"5-Acetamido-1,3,4-thiadiazole-2-sulfonamide (Acetazolamide)",59-66-5,CC(=O)Nc1nnc(S(N)(=O)=O)s1,registry
1-Acetylpiperazine,13889-98-0,CC(=O)N1CCNCC1,registry
3-Acetylindole,703-80-0,CC(=O)c1c[nH]c2ccccc12,registry
N-Acetylimidazole,2466-76-4,CC(=O)N1C=CN=C1,registry
2-Acetylthiazole,24295-03-2,CC(=O)C1=NC=CS1,registry
2-Acetylthiophene (methyl 2-thienyl ketone),88-15-3,CC(=O)c1cccs1,registry
"3-Acetylthiophene (methyl 3-thienyl ketone, acetothienone)",1468-83-3,CC(=O)c1ccsc1,registry
Aconitine,302-27-2,CCN1C[C@@]2([C@@H](C[C@@H]([C@@]34[C@@H]2[C@H]([C@@H](C31)[C@@]5([C@@H]6[C@H]4C[C@@]([C@@H]6OC(=O)C7=CC=CC=C7)([C@H]([C@@H]5O)OC)O)OC(=O)C)OC)OC)O)COC,registry_or_pubchem_previous
Aconitine hydrobromide,6034-57-7,CCN1C[C@@]2([C@@H](C[C@@H]([C@@]34[C@@H]2[C@H]([C@@H]([C@H]31)[C@@]5([C@@H]6[C@H]4C[C@@]([C@@H]6OC(=O)C7=CC=CC=C7)([C@H]([C@@H]5O)OC)O)OC(=O)C)OC)OC)O)COC.Br,registry_or_pubchem_previous
"Acridine (2,3-benzoquinoline)",260-94-6,c1ccc2nc3ccccc3cc2c1,registry
"Acridone (9,10-dihydro-9-oxoacridine, 9-hydroxyacridine)",578-95-0,O=c1c2ccccc2[nH]c2ccccc12,registry
"Acriflavin Mixture (Euflavin, Proflavin, 3,6-diamino-10-methylacridinium chloride + 3,6-diamino- acridine)",8048-52-0,C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.Nc1ccc2cc3ccc(N)cc3nc2c1,registry
Acriflavine,8048-52-0,C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.Nc1ccc2cc3ccc(N)cc3nc2c1,registry
"Adrenochrome (3-hydroxy-1-methyl-5,6-indoline-dione)",54-06-8,CN1CC(C2=CC(=O)C(=O)C=C21)O,registry_or_pubchem_previous
"Aetioporphyrin I (Etioporphyrin, I 2,4,6,8-tetraethyl-1,3,5,7-tetramethylporphyrin)",448-71-5,CCC1=C(C)c2cc3[nH]c(cc4[nH]c(cc5nc(cc1n2)C(C)=C5CC)c(C)c4CC)c(C)c3CC,registry
